,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index,y_test
3409,3409,7000000.0,6.665164,94.0,5.8,110.0,38353,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1114723344634088,83769672.29056203
2642,2642,15000000.0,6.329672,98.0,6.5,93.0,33167,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.05108517541730912,83769672.29056203
94,94,170000000.0,481.098624,121.0,7.9,9742.0,37875,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8084376331368544,773328629.0
1784,1784,26000000.0,21.988861,121.0,6.8,399.0,32032,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.5621666731026747,65705772.0
4036,4036,35000000.0,3.674294,94.0,4.8,40.0,38640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05691970505931392,83769672.29056203
3610,3610,29584033.76797455,5.1299,99.0,6.3,9.0,35847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.3286192208977454,83769672.29056203
1012,1012,75000000.0,34.973086,114.0,6.6,692.0,32455,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9749858089901025,108000000.0
3904,3904,3000000.0,1.586598,100.0,4.7,25.0,29015,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.039736131693964304,15369573.0
4347,4347,1000000.0,13.152822,83.0,4.6,262.0,36939,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0018621787149590316,101758490.0
1914,1914,25000000.0,12.18362,116.0,6.2,135.0,27243,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3108977159201139,83769672.29056203
2588,2588,15000000.0,26.708193,121.0,6.5,541.0,37870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21031927543831547,31554855.0
3379,3379,7000000.0,11.400229,90.0,6.2,81.0,35105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0008592318311353603,83769672.29056203
4552,4552,500000.0,1.600171,104.0,3.5,14.0,37021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.007534844337880481,83769672.29056203
1500,1500,32000000.0,38.21708,107.0,6.3,2359.0,37462,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21660375735355197,126041322.0
814,814,54000000.0,20.28119,95.0,5.4,702.0,31267,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.799649724056177,128769345.0
1672,1672,30000000.0,4.065212,125.0,5.0,41.0,36752,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.00024353852412542358,108348.0
300,300,105000000.0,58.782359,129.0,6.7,1560.0,31765,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.421514254164135,121214377.0
2095,2095,20000000.0,12.25264,91.0,4.9,209.0,35749,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.07979673392159571,149281606.0
1880,1880,29584033.76797455,7.326034,83.0,4.7,71.0,35980,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.024573631080655543,83769672.29056203
3511,3511,5952000.0,18.119265,87.0,7.1,454.0,26376,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.4194213103623632,2120439.0
1077,1077,40000000.0,28.029015,88.0,6.0,852.0,33742,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2004160538433053,160583018.0
3635,3635,5000000.0,35.252056,101.0,7.3,1247.0,34051,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.985696176299649,8203235.0
2369,2369,18000000.0,17.683563,111.0,6.7,299.0,37660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4212727700694228,20275812.0
1963,1963,24000000.0,15.237142,105.0,6.4,225.0,37835,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3170112818248165,70181428.0
4120,4120,3800000.0,2.559806,84.0,5.9,18.0,35999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025360902545985317,111731.0
744,744,60000000.0,59.54792800000001,100.0,7.5,3070.0,37701,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.32544282312083,469160692.0
3634,3634,5000000.0,2.732031,116.0,6.0,55.0,31850,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.07749164666828848,1980338.0
2909,2909,11500000.0,4.75919,101.0,5.5,29.0,35876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01609655995278981,83769672.29056203
1170,1170,40000000.0,31.385257,139.0,7.0,767.0,32544,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13.408114425113244,128798265.0
2176,2176,20000000.0,11.090254,114.0,6.5,52.0,32074,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.5844601529690048,18253415.0
2094,2094,20000000.0,19.636044,116.0,5.9,406.0,24682,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3531367999458672,187884007.0
3615,3615,8000000.0,3.03091,99.0,6.7,77.0,33787,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.002903899901995523,3432342.0
1814,1814,25100000.0,10.445391,131.0,6.1,143.0,35763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.20147828133755005,29506464.0
378,378,100000000.0,15.625949,138.0,6.1,264.0,33481,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3.1432878762738086,35168966.0
695,695,58000000.0,59.824565,130.0,6.6,1174.0,31044,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16742850756873154,352194034.0
1909,1909,25000000.0,32.854557,131.0,6.7,973.0,38281,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08484050585569328,42972994.0
3338,3338,4000000.0,18.422323,95.0,6.1,302.0,26445,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.4254995871604204,92921203.0
4643,4643,250000.0,21.825564,90.0,6.4,381.0,36869,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5368057705566893,3542353.0
4487,4487,29584033.76797455,0.0031420000000000003,92.0,6.104517497348888,701.7172852598093,31709,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.020167662781386448,83769672.29056203
1439,1439,35000000.0,9.789027,92.0,6.0,216.0,35402,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9595841072976906,63215872.0
1105,1105,44000000.0,16.245068,147.0,7.3,715.0,31381,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.072230692017209,165615285.0
1559,1559,29000000.0,55.109138,123.0,7.7,3067.0,34188,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9588445817793098,115603229.0
3963,3963,29584033.76797455,12.036888,84.0,5.3,171.0,37842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.24092857418686056,83769672.29056203
1749,1749,27500000.0,12.741073,120.0,6.2,205.0,35357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.851803825332188,24748670.0
4102,4102,29584033.76797455,7.151153999999999,98.0,5.9,58.0,27802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.008449963664357,83769672.29056203
3863,3863,29584033.76797455,1.419431,100.0,6.2,15.0,36728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02113408545498777,83769672.29056203
2271,2271,29584033.76797455,0.416179,170.0,5.0,3.0,37856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.004226817090997554,83769672.29056203
591,591,70000000.0,48.03273400000001,127.0,7.1,1184.0,35328,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.6681838119137011,135560026.0
177,177,135000000.0,44.765377,96.0,6.1,1074.0,37491,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5132005185771242,282570682.0
1026,1026,48000000.0,7.226114999999999,132.0,6.5,103.0,33208,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2.0722292070262083,35743308.0
46,46,250000000.0,118.078691,131.0,7.5,6032.0,37799,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.498720230965747,747862775.0
2489,2489,6500000.0,5.7003330000000005,95.0,6.7,100.0,32410,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.14089390303325178,4217115.0
758,758,80000000.0,24.657931,117.0,6.2,487.0,36232,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.003442951635273137,74901339.0
2999,2999,20000000.0,7.499639,85.0,6.0,100.0,33607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.006572570169384906,33526835.0
3785,3785,1300000.0,7.605291,102.0,6.7,27.0,28231,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.03804135381897798,354704.0
2309,2309,29584033.76797455,1.583918,107.0,5.8,11.0,37368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015498329333657697,83769672.29056203
4283,4283,1250000.0,6.903314,101.0,7.4,112.0,12791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05405070244583638,11000000.0
2591,2591,15000000.0,0.335195,85.0,6.7,10.0,35246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.014089390303325181,22730842.0
2825,2825,12000000.0,3.389249,132.0,6.2,51.0,26663,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,41.833599065544014,30400000.0
2786,2786,13000000.0,19.664699,98.0,6.4,503.0,35856,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.034701269705871333,10652035.0
4355,4355,1000000.0,9.115486,98.0,6.6,179.0,37056,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.2522000864295207,9138338.0
3597,3597,4000000.0,49.12486,99.0,7.5,2420.0,34111,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.4096324534046936,30039392.0
4646,4646,29584033.76797455,0.120505,75.0,7.0,3.0,34378,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.004226817090997554,83769672.29056203
2522,2522,14000000.0,145.364591,113.0,8.0,5723.0,37982,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.5666161362338101,233555708.0
2879,2879,12000000.0,9.164386,100.0,6.9,141.0,32260,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0.19866040327688506,83769672.29056203
2408,2408,17500000.0,14.304444,110.0,5.8,172.0,34979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2423375132171931,19179969.0
4137,4137,1000000.0,13.222268,92.0,6.1,381.0,36820,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5368057705566893,83769672.29056203
4401,4401,29584033.76797455,0.0206,97.0,4.8,2.0,34378,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002817878060665036,83769672.29056203
2196,2196,20000000.0,6.397042,97.0,6.5,125.0,31773,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.414718218360116,13801755.0
1591,1591,30000000.0,16.52083,105.0,6.6,796.0,36337,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.6246125280110465,83769672.29056203
4470,4470,750000.0,25.186002,85.0,6.8,556.0,37093,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0022267440056467844,4007792.0
4303,4303,29584033.76797455,9.683622,110.0,7.8,165.0,38068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23247494000486546,83769672.29056203
1499,1499,32500000.0,17.107065,125.0,6.5,1661.0,36686,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.340247729382312,288383523.0
1817,1817,25000000.0,26.576385,129.0,6.1,661.0,29958,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.9313086990497944,411006740.0
3400,3400,29584033.76797455,0.542814,92.0,5.8,5.0,37834,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007044695151662591,83769672.29056203
2284,2284,19000000.0,78.699993,144.0,8.1,3757.0,25388,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0993841300916882,44017374.0
2796,2796,29584033.76797455,4.021389,101.0,8.4,11.0,9786,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.17670650413600472,83769672.29056203
4168,4168,29584033.76797455,3.068463,82.0,5.8,27.0,38271,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.03804135381897798,83769672.29056203
2183,2183,29584033.76797455,4.031585,103.0,6.3,39.0,31030,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0549486221829682,17519169.0
2520,2520,15000000.0,17.571533,154.0,7.7,338.0,27424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.47622139225239096,146292009.0
3363,3363,7500000.0,6.557643,103.0,6.5,100.0,36225,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.14089390303325178,83769672.29056203
4147,4147,2000000.0,5.100741,96.0,5.7,50.0,37003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.490160606552955,83769672.29056203
3676,3676,4798235.0,25.30216,107.0,6.3,458.0,36797,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6452940758922932,209696.0
2443,2443,15000000.0,8.884405000000003,80.0,6.5,129.0,35551,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.003895131395006012,83769672.29056203
310,310,100000000.0,50.767332,122.0,6.5,1276.0,38353,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4.4809746878082874,93820758.0
4019,4019,29584033.76797455,5.581743,107.0,6.7,22.0,32433,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.4247000012637226,83769672.29056203
3208,3208,29584033.76797455,1.881466,69.0,8.0,27.0,34457,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03804135381897798,83769672.29056203
679,679,64000000.0,12.421504,98.0,5.3,261.0,34985,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8084443155963577,101595121.0
2188,2188,20000000.0,9.149089,84.0,5.8,52.0,34258,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07326482957729093,16605763.0
4518,4518,500000.0,11.578545,88.0,7.4,210.0,33672,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0005598416072883212,8679814.0
2300,2300,19000000.0,4.2299419999999985,188.0,6.0,33.0,19485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.06864519400135262,4750000.0
835,835,55000000.0,32.835777,94.0,5.7,751.0,36736,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.923464737064773,187361754.0
20,20,215000000.0,89.866276,136.0,6.5,6586.0,37112,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00897156037563,752215857.0
2966,2966,10500000.0,86.201184,149.0,7.9,2998.0,20963,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.223999212936889,68700000.0
3164,3164,7000000.0,7.720692,110.0,7.0,118.0,36246,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.7308873257294106,8220215.0
4301,4301,29584033.76797455,1.280733,88.0,6.4,8.0,10654,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.3714723487023148,83769672.29056203
3380,3380,7000000.0,21.276864,112.0,7.4,677.0,36839,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.04932249109940133,6038942.0
440,440,80000000.0,19.500893,88.0,5.3,331.0,35803,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.4663588190400634,163733697.0
1214,1214,40000000.0,14.398356,95.0,5.4,415.0,30712,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.584709697587995,83769672.29056203
1395,1395,33000000.0,40.715623,100.0,6.4,2065.0,33355,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.909459097636649,102984862.0
2951,2951,11000000.0,36.319205,105.0,7.2,834.0,37578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.8763365916289332,32935319.0
3080,3080,29584033.76797455,2.23411,135.0,6.3,24.0,32830,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.007344022994282208,83769672.29056203
4124,4124,29584033.76797455,0.046868,100.0,5.0,1.0,34378,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2095797499199346,83769672.29056203
2497,2497,11000000.0,18.923181,106.0,6.8,615.0,35481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8664975036544985,53191886.0
4633,4633,29584033.76797455,0.005883,107.21727137704222,6.104517497348888,701.7172852598093,36447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005190043547672898,83769672.29056203
4412,4412,29584033.76797455,2.948576,93.0,6.1,47.0,35644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06622013442562834,83769672.29056203
1409,1409,35000000.0,28.069419,137.0,6.0,741.0,36881,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3651533471240558,84606030.0
584,584,29584033.76797455,13.758526000000002,125.0,6.0,216.0,30527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.627576489050715,83769672.29056203
205,205,125000000.0,81.49962099999998,129.0,7.0,3886.0,36894,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.475137071872164,334615000.0
2716,2716,14000000.0,24.210698,89.0,7.4,418.0,36421,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.23106459971899945,1755212.0
1907,1907,25000000.0,10.115011,100.0,5.2,101.0,31346,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.14230284206358432,51702483.0
2475,2475,16000000.0,9.119797,94.0,5.4,103.0,32718,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.003359049643729927,20627372.0
883,883,52000000.0,73.94404899999998,141.0,7.7,3795.0,33640,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5624433115216609,352114312.0
3540,3540,3850000.0,10.787322,93.0,6.8,97.0,36705,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.13666708594225424,83769672.29056203
3827,3827,3500000.0,25.5748,91.0,7.0,503.0,30840,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7086963322572565,28215918.0
3672,3672,29584033.76797455,2.394613,97.0,3.5,36.0,38310,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.050721805091970634,83769672.29056203
3008,3008,10000000.0,3.290639,100.0,6.0,31.0,30686,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3248581035628133,29392418.0
1802,1802,26000000.0,7.964450999999999,99.0,4.5,110.0,30692,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15498329333657695,36800000.0
3761,3761,29584033.76797455,29.071955,105.0,7.1,633.0,35346,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.8918584062004838,44000000.0
4608,4608,8.0,11.818333,98.0,6.4,138.0,30968,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.023126507350410268,16.0
4179,4179,29584033.76797455,0.320387,155.0,6.7,5.0,38255,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.007044695151662591,83769672.29056203
1490,1490,32350000.0,46.509071,135.0,7.9,4665.0,26484,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014666513619053329,572700000.0
3817,3817,967686.0,20.544999,101.0,7.0,423.0,36330,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5959812098306551,4270000.0
4631,4631,250000.0,20.601483,113.0,6.7,433.0,31549,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.6100706001339803,12021272.0
2400,2400,18000000.0,21.638673,93.0,4.6,218.0,37898,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02134080567199062,266586800.0
1255,1255,42000000.0,47.559928,113.0,7.0,2025.0,37186,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.8531015364233485,180274123.0
2576,2576,14000000.0,8.885017,97.0,4.4,100.0,32813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17357317312439105,38574362.0
3716,3716,29584033.76797455,7.759214999999998,109.0,7.7,139.0,33516,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19584252521622,83769672.29056203
2918,2918,11000000.0,11.227087,95.0,6.4,298.0,35007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4198638310390903,72778712.0
891,891,82000000.0,24.444186,118.0,6.9,435.0,32541,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.6128884781946453,47434430.0
4402,4402,29584033.76797455,0.429587,88.0,3.3,9.0,34853,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0394937005353444e-05,83769672.29056203
2059,2059,29584033.76797455,4.61335,115.0,6.7,45.0,35138,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0634022563649633,83769672.29056203
1177,1177,40000000.0,66.003433,124.0,7.2,2691.0,34468,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7914549306248055,158733820.0
4270,4270,1300000.0,10.240917,105.0,7.7,207.0,31960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0874410899680376,83769672.29056203
216,216,120000000.0,51.328145,127.0,7.2,5797.0,37258,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.167619558837607,609016565.0
2992,2992,10000000.0,8.305997999999999,153.0,7.0,103.0,21132,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.14512072012424934,37402877.0
1040,1040,46000000.0,28.964162,91.0,5.0,543.0,30505,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7650538934705572,341631208.0
3015,3015,10000000.0,26.090495,97.0,5.4,581.0,38260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6429123687411082,52882018.0
2897,2897,7500000.0,11.636883,95.0,6.7,192.0,33555,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.019229148468903102,83769672.29056203
2608,2608,15000000.0,11.429607,116.0,6.6,243.0,35084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34237218437080186,10903846.0
3733,3733,4200000.0,12.540624,114.0,6.3,210.0,34190,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09104257077038737,32000000.0
1044,1044,45000000.0,53.090422,93.0,5.8,1309.0,35664,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.4194209769390682,101702060.0
2419,2419,29584033.76797455,14.023082,128.0,7.4,213.0,38080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.287373960721509,45710059.0
198,198,130000000.0,39.448066,96.0,5.4,1260.0,37498,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7752631782189725,61648500.0
2044,2044,22000000.0,4.365196,95.0,6.1,77.0,32851,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0017879291649207927,13555988.0
736,736,60000000.0,13.080725,100.0,5.6,210.0,30918,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29587719636982873,104324083.0
2533,2533,17000000.0,43.675191,95.0,6.1,1206.0,36965,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.05736668735054413,127730736.0
2380,2380,2700000.0,10.47644,93.0,5.9,108.0,27762,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.16859399829882676,3500000.0
1969,1969,24000000.0,5.771479,115.0,6.1,67.0,32648,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5.738052746667126,36609995.0
2199,2199,40000000.0,9.842771,99.0,4.8,139.0,34132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.950443580015524,83769672.29056203
1199,1199,40000000.0,41.570047,139.0,7.3,1221.0,35083,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7203145560360042,120175290.0
69,69,170000000.0,32.319043,126.0,7.0,2141.0,36894,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.799638721087447,185770160.0
570,570,80000000.0,16.411345,117.0,6.4,470.0,31402,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6622013442562834,309492681.0
2670,2670,29584033.76797455,4.289676,101.0,5.0,10.0,38103,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.009703284730190631,83769672.29056203
98,98,250000000.0,108.849621,169.0,7.0,8297.0,37264,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8639599616644489,1021103568.0
998,998,50000000.0,6.3973879999999985,88.0,5.0,76.0,34041,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10707936630527136,6808550.0
141,141,150000000.0,12.362599,88.0,5.5,199.0,36636,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.578751796540104,38992758.0
1295,1295,39000000.0,2.817364,106.0,4.5,32.0,34062,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.04508604897064057,6614280.0
4197,4197,29584033.76797455,3.939753,86.0,6.0,59.0,34244,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.13363285516782158,83769672.29056203
1119,1119,42000000.0,62.714026,109.0,6.7,4074.0,37005,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.740017609574678,201585328.0
3702,3702,29584033.76797455,1.847822,96.0,6.2,19.0,12703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6125595303109712,83769672.29056203
3869,3869,29584033.76797455,3.069605,85.0,6.4,66.0,35053,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0006073613193127941,83769672.29056203
2777,2777,3000000.0,1.279106,87.0,4.5,10.0,30128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014089390303325181,1200000.0
3667,3667,29584033.76797455,1.136568,109.0,4.1,7.0,37638,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00037050525469081204,83769672.29056203
