,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index,y_test
80,80,170000000.0,77.178973,127.0,5.8,3118.0,37084,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.393071896576791,396600000.0
3880,3880,29584033.76797455,3.027892,101.0,6.9,101.0,34029,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.14230284206358432,83769672.29056203
2728,2728,13400000.0,0.6807529999999999,100.0,4.7,7.0,36566,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.009862573212327624,16700000.0
2349,2349,29584033.76797455,11.423533,94.0,6.4,155.0,32690,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.034128063179576125,83769672.29056203
1848,1848,28000000.0,11.859396,102.0,5.0,284.0,33719,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4001386846144351,58795814.0
3223,3223,12000000.0,14.719886,145.0,7.7,232.0,36246,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.32687385503714417,42345360.0
1422,1422,30000000.0,25.454549,104.0,5.5,523.0,35678,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.4194199766691833,68369434.0
3331,3331,7000000.0,38.150787,117.0,6.4,887.0,38554,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03933666911475858,1333124.0
1791,1791,26000000.0,30.981604,100.0,5.2,629.0,36224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8343414385287007,67918658.0
1705,1705,29584033.76797455,11.870161,120.0,6.2,127.0,36084,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.17893525685222975,83769672.29056203
4307,4307,1200000.0,0.047781,85.0,6.104517497348888,701.7172852598093,35167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.024471909197103157,83769672.29056203
4433,4433,930000.0,5.974156,100.0,5.3,66.0,36737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.022768624519225955,30905.0
536,536,75000000.0,13.327372,148.0,6.4,197.0,32535,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.2775609889755061,83769672.29056203
3555,3555,4000000.0,42.187986,92.0,6.3,1251.0,34678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3714723487023148,152925093.0
13,13,255000000.0,49.046956,149.0,5.9,2311.0,37483,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3742826526510839,89289910.0
470,470,85000000.0,21.891078,113.0,6.8,577.0,32095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.5844631229510064,71485043.0
2564,2564,20000000.0,2.027393,124.0,7.4,88.0,32662,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.2080260717076394,27728118.0
3742,3742,4000000.0,40.016306,95.0,5.2,593.0,38157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8355008449871831,187112.0
1747,1747,8000000.0,9.548391,163.0,6.9,67.0,27055,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0943989150322787,27187653.0
4328,4328,29584033.76797455,0.447166,107.21727137704222,4.4,11.0,37448,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.015498329333657697,83769672.29056203
1202,1202,29584033.76797455,7.519433,116.0,5.8,51.0,27606,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0.07185589054695841,83769672.29056203
232,232,120000000.0,15.953444,126.0,6.3,4053.0,37503,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7104298899376955,415440673.0
2820,2820,12000000.0,45.477802,104.0,6.7,1060.0,34965,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.39904826671651183,114194847.0
4208,4208,29584033.76797455,1.49436,114.0,7.6,20.0,34899,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.21918764169488272,83769672.29056203
3176,3176,29584033.76797455,6.904734,85.0,5.8,21.0,34146,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.029587719636982875,83769672.29056203
146,146,145000000.0,44.989192,93.0,6.4,1808.0,37091,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.08092458458667656,746921274.0
1118,1118,40000000.0,44.094856,93.0,6.3,1045.0,36581,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.351005057097798,51070807.0
4711,4711,29584033.76797455,2.557258,73.0,7.2,11.0,37350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.180146460278296,83769672.29056203
4456,4456,800000.0,3.643662,88.0,7.8,13.0,33417,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.325515589706147,2816116.0
9,9,250000000.0,155.790452,151.0,5.7,7004.0,38477,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22723555042352744,873260194.0
3887,3887,4000000.0,63.513324,93.0,7.8,2655.0,31143,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7407331255328353,16491080.0
2278,2278,22000000.0,45.707835,181.0,7.6,1046.0,29211,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5085559580859088,424208848.0
3942,3942,3000000.0,16.900433,86.0,5.7,211.0,36694,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0005969663823074407,748453.0
4677,4677,29584033.76797455,5.937602,119.0,6.3,31.0,36560,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.3042523811916915,2611555.0
1262,1262,60000000.0,15.219263,103.0,5.6,248.0,34307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3531330874683653,13395939.0
1198,1198,40000000.0,18.14218,89.0,5.7,332.0,37344,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.001983201758476183,74597643.0
1568,1568,30000000.0,46.377628,118.0,6.6,4697.0,37203,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.90761348686294,47042000.0
503,503,76000000.0,8.981427,88.0,3.9,87.0,32732,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.16215953229251295,35134820.0
1594,1594,40000000.0,43.571612,77.0,7.2,1894.0,34629,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.022179083091922337,117195061.0
1342,1342,36000000.0,9.176339,95.0,6.6,198.0,31577,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2789699280058385,50159144.0
796,796,60000000.0,19.694695,119.0,4.9,388.0,38374,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.24124569802024276,83769672.29056203
3477,3477,6000000.0,19.411141,96.0,6.8,372.0,36756,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.3752887755742806,19560274.0
102,102,160000000.0,127.284427,137.0,6.6,3984.0,38351,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613213096844751,653428261.0
569,569,74000000.0,36.952268,93.0,5.8,719.0,38065,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.0130271628090803,311594032.0
2244,2244,20000000.0,15.131867000000002,93.0,4.8,271.0,37028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3818224772201124,16863583.0
1536,1536,31000000.0,47.753598,99.0,6.2,1195.0,38238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16742850756873154,104384188.0
1415,1415,35000000.0,12.343507,111.0,6.1,233.0,25490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15244396591452,27107960.0
2970,2970,10500000.0,0.037073,99.0,8.5,2.0,30604,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.002817878060665036,123509.0
474,474,29584033.76797455,3.300061,81.0,6.4,47.0,38286,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.06622013442562834,83769672.29056203
1722,1722,28000000.0,6.7567710000000005,99.0,4.6,148.0,32907,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.104296089941233,33000337.0
2193,2193,19500000.0,15.012237,111.0,6.2,336.0,38316,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3238869322038034,34854990.0
2663,2663,14500000.0,4.389363,98.0,5.8,9.0,37897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14541625875889008,83769672.29056203
1043,1043,45000000.0,32.624355,111.0,6.1,961.0,32899,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.010794245751329512,212000000.0
2994,2994,10000000.0,5.699058,83.0,6.6,67.0,32943,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.1433042111748173,44460850.0
3727,3727,29584033.76797455,7.217328,124.0,6.5,63.0,36218,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.08876315891094863,83769672.29056203
250,250,116000000.0,45.616098,170.0,7.0,1489.0,34363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.037427713183275466,102000000.0
3305,3305,29584033.76797455,6.41678,100.0,5.9,31.0,28825,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.057345011578502,882290.0
2438,2438,40000000.0,36.960953,110.0,7.1,1615.0,34972,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2.2754365339870164,86915017.0
159,159,139000000.0,82.502566,121.0,6.8,5265.0,33402,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22670837861825596,821708551.0
3272,3272,8000000.0,7.235794,129.0,7.0,97.0,36512,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.13666708594225424,18124262.0
3064,3064,10000000.0,14.905357,100.0,6.2,238.0,35356,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.33532748921913924,33000000.0
3103,3103,29584033.76797455,1.031142,100.0,5.3,3.0,31738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.011574019859960677,83769672.29056203
1668,1668,30000000.0,8.386432000000001,92.0,6.3,141.0,35079,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.19866040327688506,35078241.0
2234,2234,15000000.0,27.133277000000003,99.0,6.2,571.0,36841,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8045041863198678,27462041.0
2712,2712,12000000.0,4.930129,117.0,6.7,57.0,36447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15081494354217045,83769672.29056203
3992,3992,29584033.76797455,0.296981,107.21727137704222,9.5,2.0,38206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002817878060665036,83769672.29056203
2907,2907,11500000.0,20.747994,103.0,6.4,407.0,28644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5734381853453347,57469467.0
3245,3245,8000000.0,33.372828000000005,100.0,7.0,1261.0,36841,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.731753376575412,39187783.0
1211,1211,36000000.0,3.698276,155.0,6.8,316.0,31792,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.4452247335850757,74000000.0
1046,1046,45000000.0,17.923254,141.0,6.3,371.0,30344,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4602232134885173,195268056.0
1394,1394,35000000.0,40.370442,127.0,7.4,1147.0,31513,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.8763422598249475,41954997.0
4062,4062,2100000.0,8.38717,172.0,7.6,143.0,13186,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.6665456356482743,23650000.0
3589,3589,5000000.0,35.307577,99.0,7.5,1104.0,38003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0722447994317164,43884652.0
4455,4455,800000.0,0.59424,114.0,5.6,10.0,30275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.009498002440891518,1001437.0
535,535,55000000.0,19.143321,134.0,5.9,311.0,30912,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4381800384334131,127600435.0
3105,3105,10000000.0,2.85283,111.0,6.3,29.0,34269,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.04085923187964302,83769672.29056203
2514,2514,15000000.0,58.900647,110.0,6.7,1698.0,27573,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.3923784735046154,356830601.0
1458,1458,35000000.0,9.07278,114.0,6.2,142.0,33591,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.20006934230721754,16838910.0
3359,3359,7000000.0,2.772178,97.0,6.2,17.0,32422,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0239519635156528,14011454.0
2366,2366,18000000.0,3.258422,108.0,6.5,67.0,25788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943989150322787,14110013.0
2884,2884,12000000.0,12.664787,129.0,6.9,206.0,34152,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6.0884631031355894e-05,19271312.0
778,778,60000000.0,18.676291,90.0,5.0,371.0,35662,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0627519312296587,50650079.0
3932,3932,29584033.76797455,6.997495,104.0,6.4,25.0,33161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035223475758312944,83769672.29056203
289,289,100000000.0,51.113717,78.0,7.2,1490.0,32894,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.072229949521709,169327687.0
3940,3940,3000000.0,56.76349,120.0,8.0,1945.0,33647,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2.740386413996747,14980005.0
3970,3970,3000000.0,1.141463,79.0,2.8,10.0,38248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0797974764170961,83769672.29056203
1947,1947,29584033.76797455,15.805449,88.0,5.6,151.0,36418,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2127497935802102,83769672.29056203
3201,3201,9000000.0,4.799022,103.0,5.8,75.0,35974,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10567042727493883,83769672.29056203
917,917,50000000.0,65.90160999999999,125.0,5.6,1652.0,38023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.32756727810932,212902372.0
2753,2753,13000000.0,27.546914,112.0,7.3,1101.0,32458,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03541703536823995,22863596.0
1237,1237,75000000.0,4.842626,90.0,5.0,45.0,32277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0634022563649633,29000000.0
4623,4623,300000.0,6.473667,80.0,5.9,124.0,23536,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11442078409542727,8000000.0
1893,1893,25000000.0,14.562197,99.0,5.4,341.0,36513,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.159258654533825,36993168.0
557,557,72000000.0,32.227222999999995,125.0,6.6,765.0,34685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0778383582043762,96889998.0
4640,4640,29584033.76797455,0.619348,78.0,5.8,9.0,31303,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.012680451272992659,83769672.29056203
1617,1617,30000000.0,55.806402,79.0,6.6,1262.0,36069,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.7780810562796376,48428063.0
813,813,55000000.0,48.507081,143.0,6.9,1022.0,24862,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.480970686728748,300218018.0
3729,3729,3250000.0,2.126139,133.0,6.6,19.0,36176,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.02676984157631784,83769672.29056203
1029,1029,47000000.0,10.410933,75.0,4.6,104.0,34999,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.14652965915458185,38085778.0
4520,4520,29584033.76797455,0.906096,94.0,7.3,10.0,34919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.796202754015083e-05,83769672.29056203
3695,3695,4500000.0,22.585384,104.0,5.8,408.0,25432,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5748471243756673,58853106.0
137,137,150000000.0,51.247321,91.0,6.7,1880.0,36713,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0032108663305523946,665692281.0
4163,4163,29584033.76797455,8.518866000000001,97.0,7.4,443.0,36645,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.017885492388732247,864659.0
1380,1380,29584033.76797455,28.98027,132.0,6.3,1018.0,31891,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.434299932878503,83769672.29056203
3340,3340,7000000.0,17.681707,121.0,7.1,281.0,30133,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3959118675234376,116700000.0
2566,2566,15000000.0,13.237835,99.0,4.7,295.0,36085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003408796842255548,40105542.0
1634,1634,30000000.0,18.706504,109.0,6.0,311.0,34396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4381800384334131,35294470.0
1612,1612,30000000.0,20.355458,98.0,5.7,359.0,36749,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.5058091118893739,36160375.0
30,30,200000000.0,35.149586,127.0,6.7,4321.0,34188,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.827316650333113,783766341.0
805,805,57000000.0,48.622278,95.0,4.7,1135.0,36912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.599145799427408,149217355.0
2832,2832,12000000.0,11.135734,98.0,5.5,281.0,35504,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.4904769351470981,56309766.0
766,766,29584033.76797455,16.930969,78.0,5.1,464.0,34908,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.4516135877805985,141702264.0
3197,3197,6500000.0,7.028946,130.0,6.8,68.0,35557,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0.06030460424458555,83769672.29056203
966,966,50000000.0,12.25622,87.0,5.0,149.0,36358,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.20993191551954515,83761844.0
1206,1206,29584033.76797455,16.394451999999998,105.0,6.5,386.0,37161,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0713474999972492,51854875.0
1057,1057,30000000.0,23.234651,136.0,7.3,496.0,34391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.152439510941517,76669806.0
3096,3096,29584033.76797455,0.111313,119.0,6.3,7.0,31961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.208025329212139,83769672.29056203
2836,2836,12000000.0,18.422327,123.0,7.3,383.0,33522,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9036326163708752,56298474.0
2109,2109,20000000.0,53.161905,110.0,7.6,2562.0,38548,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.145817923313617,207945075.0
4386,4386,1000000.0,1.883947,92.0,7.2,29.0,37547,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3744709231583544,83769672.29056203
4265,4265,29584033.76797455,2.486992,75.0,6.2,32.0,37800,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.04508604897064057,83769672.29056203
4598,4598,300000.0,1.085909,88.0,6.9,23.0,34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03240559769764791,1750211.0
4024,4024,2500000.0,25.722747,95.0,6.8,1048.0,37513,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.4765681037884788,6854611.0
4271,4271,29584033.76797455,3.443916,95.0,6.7,51.0,31374,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1713367766772393,83769672.29056203
299,299,100000000.0,48.205606,121.0,5.2,1498.0,30875,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03933444162825743,336529144.0
2979,2979,28000000.0,14.754281,98.0,5.8,568.0,32788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8002773692288702,90449929.0
4309,4309,29584033.76797455,0.021678,98.0,6.104517497348888,701.7172852598093,37599,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0938910973579,83769672.29056203
1034,1034,46000000.0,25.6713,111.0,7.0,661.0,31415,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9313086990497944,150000000.0
254,254,110000000.0,36.65422,103.0,5.5,1179.0,36778,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.019088483636980742,563749323.0
4678,4678,200000.0,0.06104,103.0,8.0,2.0,33295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.07783803079158698,83769672.29056203
2251,2251,20000000.0,3.102987,118.0,6.8,36.0,38346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7562635944459795,83769672.29056203
3034,3034,10000000.0,17.663353,130.0,7.0,1068.0,37420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.434880204003587,21587700.0
4162,4162,1987650.0,32.841229,94.0,6.6,827.0,36470,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.2336176641193193,19152480.0
62,62,180000000.0,42.741719,109.0,5.5,2430.0,38575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07872754040104507,356743061.0
242,242,120000000.0,38.126095,100.0,4.4,2278.0,38246,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298066625667025,167977596.0
2911,2911,11000000.0,45.072136,106.0,6.9,1596.0,26865,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11.73171625180039,153083102.0
3067,3067,29584033.76797455,3.084874,85.0,4.1,10.0,33215,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.014089390303325181,83769672.29056203
3065,3065,10000000.0,0.5180560000000001,79.0,3.8,6.0,25963,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.3023515927107125,2154696.0
789,789,60000000.0,9.265672,114.0,4.9,111.0,32101,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1563922323669095,83769672.29056203
1866,1866,17000000.0,19.045146,104.0,5.5,299.0,33866,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.324861073544815,63102666.0
71,71,145000000.0,60.034162,112.0,5.2,1387.0,35655,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.799638387664146,401128639.0
2752,2752,15000000.0,95.130041,108.0,7.6,4737.0,38050,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4093830615863343,36869414.0
946,946,50000000.0,62.925175,129.0,7.5,1506.0,31710,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.007662553563946253,109423648.0
3184,3184,9000000.0,3.810697,91.0,5.7,49.0,26782,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3261753033359819,83769672.29056203
1183,1183,57000000.0,21.021809,123.0,5.8,441.0,32976,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,11.731587057583324,147845033.0
2665,2665,14200000.0,7.05145,139.0,6.9,78.0,34513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6246128614343415,674918.0
4056,4056,29584033.76797455,1.532518,90.0,5.7,5.0,35637,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.10683173758601887,83769672.29056203
3556,3556,15000000.0,53.698683,103.0,6.8,2468.0,38464,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.11489895119767353,108286421.0
3324,3324,7500000.0,0.08673099999999999,101.0,5.8,2.0,37051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00010097938805200489,83769672.29056203
2055,2055,29584033.76797455,6.847133,104.0,5.9,140.0,35489,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5798115430976134,83769672.29056203
324,324,95000000.0,37.054554,89.0,7.0,858.0,32641,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.29501202468943266,76432727.0
844,844,55000000.0,8.634953999999999,94.0,6.0,189.0,33716,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2267700057447877,34234008.0
317,317,94000000.0,12.516546,145.0,7.1,187.0,36917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.3802683280253401,95311434.0
4459,4459,29584033.76797455,0.038706,83.0,7.8,3.0,34276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.08296644721272813,83769672.29056203
635,635,52000000.0,68.140214,140.0,7.3,1599.0,30905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2715558493368526,355237933.0
2113,2113,20000000.0,10.098722,83.0,3.6,222.0,34790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0015317682172888685,48548426.0
3480,3480,29584033.76797455,4.647547,97.0,6.6,61.0,32129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.4958626198813767,83769672.29056203
373,373,90000000.0,16.058284,114.0,5.7,369.0,32620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5198985021926991,60874615.0
4176,4176,1700000.0,13.315383,93.0,5.5,215.0,22855,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3029218915214913,8844595.0
153,153,145000000.0,77.77476999999998,133.0,6.8,3972.0,36909,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.596305828480762,694713380.0
3108,3108,29584033.76797455,12.898984,96.0,6.4,169.0,34881,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.9509282386012864,83769672.29056203
3811,3811,3900000.0,9.541688,120.0,7.5,89.0,20478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.13305823405343226,28350000.0
488,488,86000000.0,27.097932,94.0,6.0,639.0,35089,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.08092532708217695,107944236.0
1509,1509,33000000.0,10.651202,105.0,6.7,232.0,37588,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.18388049566069936,9494789.0
3449,3449,6000000.0,12.541983,124.0,7.4,145.0,25508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2042961593982151,83769672.29056203
