,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index
536,536,75000000.0,13.327372,148.0,6.4,197.0,32535,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.2775609889755061
537,537,75000000.0,37.917002,110.0,5.7,880.0,36882,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2398663466926156
538,538,52000000.0,23.663713,113.0,6.2,512.0,34445,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.7213767835302491
539,539,75000000.0,14.44381,94.0,6.3,313.0,32718,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.03361425629331151
540,540,75000000.0,10.605084,116.0,5.0,166.0,33806,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.233883879035198
541,541,75000000.0,11.873856,99.0,6.1,221.0,32116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0018681186789620905
542,542,29584033.76797455,12.708963,84.0,5.8,282.0,36085,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.010794245751329512
543,543,75000000.0,8.098369,93.0,4.3,78.0,32970,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1098972443659364
544,544,45000000.0,20.374308,113.0,5.7,276.0,34363,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3888671723717749
545,545,75000000.0,42.006908,106.0,6.9,1946.0,32868,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.74179535302708
546,546,74000000.0,875.581305,91.0,6.4,4571.0,38197,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.4402603076499405
547,547,82000000.0,39.127082,110.0,5.9,1623.0,36651,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2867080462296765
548,548,73000000.0,20.790703,98.0,5.8,327.0,32039,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4607230629187333
549,549,75000000.0,18.65988,134.0,5.8,476.0,31864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034583212921310516
550,550,73000000.0,45.720894,97.0,5.9,1022.0,38526,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.808442830605357
551,551,70000000.0,21.789615,112.0,5.4,444.0,35510,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.5844638654465069
552,552,75000000.0,20.199057,146.0,5.7,390.0,36050,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.4881391689309083
553,553,70000000.0,26.123705,110.0,6.5,513.0,35341,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7227857225605817
554,554,72500000.0,12.599836,116.0,6.2,491.0,34958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.480972687268516
555,555,70000000.0,13.543053,87.0,4.9,410.0,33089,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.5776650024363323
556,556,72000000.0,60.722162,177.0,7.7,3336.0,30868,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.4881391689309083
557,557,72000000.0,32.227222999999995,125.0,6.6,765.0,34685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0778383582043762
558,558,75000000.0,46.875375,87.0,6.9,2264.0,35313,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13.408130760014256
559,559,72000000.0,11.215702,152.0,6.6,188.0,33271,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2648805377025133
560,560,94000000.0,8.468586,116.0,4.5,179.0,33033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2522000864295207
561,561,74500000.0,8.884317999999997,109.0,6.9,180.0,34109,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1454073488128855
562,562,60000000.0,27.491891,108.0,6.2,1071.0,34223,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4.480972687268516
563,563,71000000.0,21.462935,85.0,5.4,686.0,31993,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.9665321748081072
564,564,72000000.0,28.848187,106.0,6.4,1599.0,33495,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2.2528935095016958
565,565,150000000.0,47.320801,93.0,6.7,2988.0,34151,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.038188771071167416
566,566,120000000.0,82.643036,117.0,6.6,3877.0,34901,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5.4624566205991725
567,567,70000000.0,20.230535,116.0,5.7,455.0,32396,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32.965491821549165
568,568,70000000.0,46.217769,124.0,5.8,1424.0,33502,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007034402370622753
569,569,74000000.0,36.952268,93.0,5.8,719.0,38065,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.0130271628090803
570,570,80000000.0,16.411345,117.0,6.4,470.0,31402,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6622013442562834
571,571,70000000.0,72.595961,153.0,7.9,6430.0,36068,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9.05947796503809
572,572,70000000.0,33.648404,144.0,6.6,1532.0,29608,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1584945944694174
573,573,70000000.0,57.69846999999999,124.0,6.6,1896.0,29081,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.615761510267645
574,574,80000000.0,34.052253,117.0,5.8,770.0,33866,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.91932481454932
575,575,68000000.0,27.299301,136.0,6.5,1078.0,33260,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.5188362746984545
576,576,75000000.0,20.219385,110.0,5.3,409.0,34944,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5762560634059998
577,577,70000000.0,42.957216,101.0,5.5,1217.0,34236,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4648274280863885
578,578,75000000.0,29.412262,88.0,5.4,666.0,36193,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.9383533942014568
579,579,75000000.0,19.708731,138.0,6.7,521.0,33341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.38760195608261694
580,580,70000000.0,59.428223,120.0,6.2,2981.0,37378,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.37527800301178
581,581,70000000.0,19.711951000000006,103.0,6.3,391.0,32164,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5508951608600144
582,582,70000000.0,49.199234,116.0,5.5,1448.0,36635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0143364679913882
583,583,70000000.0,46.199482,125.0,7.6,1994.0,34005,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8094244264830412
584,584,29584033.76797455,13.758526000000002,125.0,6.0,216.0,30527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.627576489050715
585,585,66000000.0,29.505574,146.0,7.0,992.0,36927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.3976675180898577
586,586,70000000.0,43.873266,118.0,5.8,1523.0,37688,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.1458141431964246
587,587,70000000.0,24.961625,139.0,7.1,808.0,28754,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6246128614343415
588,588,70000000.0,23.25645,133.0,5.8,493.0,36448,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35436711499000084
589,589,70000000.0,64.45794699999999,92.0,6.2,2389.0,37938,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3.3659553434643854
590,590,70000000.0,20.089933,116.0,6.0,352.0,32130,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4959465386770463
591,591,70000000.0,48.03273400000001,127.0,7.1,1184.0,35328,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.6681838119137011
592,592,70000000.0,16.92991,136.0,7.0,630.0,31710,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2946888439459462
593,593,70000000.0,14.780634,111.0,5.2,304.0,36581,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2267685207537869
594,594,70000000.0,14.086292000000002,116.0,5.4,228.0,33439,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.64777269326465
595,595,60000000.0,29.261348,105.0,5.0,609.0,34670,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.480972353845221
596,596,70000000.0,13.267631,97.0,5.2,269.0,33585,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3790045991594473
597,597,70000000.0,58.40120400000001,88.0,6.1,1862.0,36952,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9213745463525124
598,598,75000000.0,23.515938,123.0,6.0,385.0,37098,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5424415266780194
599,599,70000000.0,14.244518,125.0,5.9,241.0,33327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.950500261975666
600,600,66000000.0,29.501489000000007,116.0,6.1,695.0,36834,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.020366651575488927
601,601,29584033.76797455,9.306253,98.0,3.4,106.0,33320,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.527402721372115
602,602,70000000.0,8.37378,91.0,4.3,97.0,33544,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.057361682743252
603,603,70000000.0,10.930537,97.0,5.5,179.0,31836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.907605319412436
604,604,75000000.0,10.54544,95.0,5.9,228.0,33135,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.507535378887398
605,605,70000000.0,6.682006,88.0,5.9,43.0,37463,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.2046298845334005
606,606,70000000.0,46.832372,133.0,5.1,826.0,38042,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.16378363905466
607,607,70000000.0,24.664776,107.0,5.7,439.0,34272,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0798813784086393
608,608,70000000.0,13.483387,114.0,4.6,180.0,34830,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0722358894857122
609,609,50000000.0,44.478043,115.0,6.7,1659.0,37581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7301314653100214
610,610,70000000.0,25.020428,99.0,4.4,533.0,37674,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152433570977514
611,611,68000000.0,22.392544,124.0,5.9,437.0,33432,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9509325731041208
612,612,68000000.0,107.069763,124.0,5.8,2301.0,36377,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.2419687087951234
613,613,68000000.0,22.572323,124.0,6.7,423.0,33110,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1042337203192005
614,614,69000000.0,113.858273,95.0,7.1,6478.0,36392,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.17826277470480625
615,615,60000000.0,10.004564,103.0,5.4,222.0,31049,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.834316936177187
616,616,68000000.0,68.734513,115.0,6.2,2463.0,38205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.470216831708992
617,617,70000000.0,18.888806,127.0,6.9,395.0,35975,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.2980681106580265
618,618,68000000.0,12.948627,121.0,5.7,250.0,32403,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038188771071167416
619,619,36000000.0,27.115890000000004,105.0,5.4,611.0,36624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8608617475331685
620,620,90000000.0,26.153669,157.0,7.3,481.0,32486,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6776996735899411
621,621,80000000.0,28.223664000000007,114.0,6.3,588.0,38419,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,14.016158097790889
622,622,70000000.0,37.507136,128.0,6.5,895.0,35756,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.104234462814701
623,623,69000000.0,11.023691,114.0,5.5,531.0,36414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.009924937353611392
624,624,69000000.0,38.634767,94.0,5.5,1269.0,37105,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7879436294919653
625,625,66000000.0,25.877794,112.0,6.0,602.0,32304,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.3261723333539804
626,626,66000000.0,18.59991,121.0,6.6,488.0,31990,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6875622468022687
627,627,67000000.0,12.282911,102.0,5.0,207.0,35216,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.421560288885159
628,628,70000000.0,76.04186700000002,169.0,7.9,5048.0,32025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.985014200560292
629,629,66000000.0,54.81489000000001,130.0,6.1,1520.0,37736,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19499119832842146
630,630,70000000.0,31.39165,127.0,6.1,992.0,32900,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3976675180898577
631,631,59000000.0,99.561972,81.0,7.1,3857.0,33350,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.057363683283022
632,632,68000000.0,26.792794,136.0,5.3,567.0,33726,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.7988684301985376
633,633,65000000.0,36.307296,149.0,6.7,1429.0,37247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0133738743451683
634,634,63000000.0,104.309993,136.0,7.9,8907.0,32274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.421560288885159
635,635,52000000.0,68.140214,140.0,7.3,1599.0,30905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2715558493368526
636,636,65000000.0,14.646884,104.0,5.5,297.0,33585,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.578809711189132
637,637,61000000.0,48.356214,157.0,7.1,1884.0,37286,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11.421560288885159
638,638,65000000.0,28.540267,119.0,6.3,838.0,32171,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.18069090741865
639,639,65000000.0,22.977983,98.0,6.5,1062.0,35679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5274034638676154
640,640,95000000.0,31.086791,136.0,6.3,1183.0,32017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.827355260099134
641,641,65000000.0,43.865294,95.0,6.2,1685.0,36511,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.374062266110293
642,642,65000000.0,43.055253,137.0,7.3,1400.0,38023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.9725146424655249
643,643,65000000.0,15.772081,130.0,6.3,403.0,32763,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.072235146990212
644,644,70000000.0,26.19909,112.0,6.1,588.0,30142,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16742850756873154
645,645,50000000.0,22.769108,108.0,5.7,453.0,31129,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6382493807406306
646,646,65000000.0,18.281798,104.0,6.0,238.0,32739,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.33532748921913924
647,647,63000000.0,24.697533,128.0,5.9,447.0,34963,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.6297957465586355
648,648,65000000.0,19.718544,117.0,6.5,393.0,33999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.17902309009719775
649,649,65000000.0,31.349143,83.0,5.9,1743.0,37069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9193238142794353
650,650,65000000.0,27.870312,159.0,7.1,1234.0,32380,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.7386307634303269
651,651,65000000.0,33.439187,119.0,6.0,466.0,38017,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,25.79964638982323
652,652,50100000.0,59.63402900000001,105.0,6.7,2542.0,38085,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1.7813580797424082
653,653,65000000.0,38.994297,103.0,5.9,1389.0,36978,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.17826277470480625
654,654,65000000.0,49.660055,123.0,5.7,1252.0,34354,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.7639916659763124
655,655,4200000.0,11.743085,114.0,6.4,215.0,26929,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16742850756873154
656,656,65000000.0,9.110247,143.0,6.1,94.0,31899,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.8763479280209618
657,657,65000000.0,6.227675,95.0,5.6,1600.0,37189,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.950496927742716
658,658,45000000.0,42.57877,105.0,6.0,1175.0,35707,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6555033606407086
659,659,65000000.0,15.858629,120.0,6.5,314.0,31374,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4424068555244106
660,660,65000000.0,14.866901,135.0,6.0,208.0,32893,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.00031036311915983854
661,661,65000000.0,15.194239,101.0,6.1,779.0,34687,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.30985526936420543
662,662,63000000.0,146.75739099999996,139.0,8.3,9413.0,32473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8084443155963577
663,663,65000000.0,8.629665,124.0,6.7,186.0,35088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.26206265964184833
664,664,65000000.0,16.803457,100.0,5.4,269.0,29406,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16742850756873154
665,665,65000000.0,2.952595,105.0,4.9,52.0,32851,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.07326482957729093
666,666,65000000.0,31.324734000000007,92.0,5.0,687.0,37686,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9679411138384398
667,667,50000000.0,20.415572,130.0,6.7,274.0,34643,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.3860492943111099
668,668,43000000.0,28.613892,97.0,4.8,575.0,34390,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8101399424411978
669,669,65000000.0,85.428395,102.0,6.3,1286.0,37896,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03361425629331151
670,670,64000000.0,4.137237,133.0,5.3,63.0,32466,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.08876315891094863
671,671,55000000.0,60.24697800000001,121.0,6.7,1772.0,38282,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4966399617492216
672,672,50000000.0,42.551902,147.0,7.1,1165.0,34998,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6414139703373831
673,673,63000000.0,40.137264,94.0,5.9,979.0,33488,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3793513106955348
674,674,65000000.0,24.857079,94.0,6.1,409.0,36126,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1895249464546063
675,675,63000000.0,40.413191,127.0,7.6,4856.0,30156,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8418079312947055
676,676,63000000.0,13.859307,191.0,6.5,202.0,30534,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.03361425629331151
677,677,62000000.0,18.832471,141.0,6.4,386.0,30574,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20.923471072107386
678,678,65000000.0,9.568884,127.0,5.9,145.0,38079,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5103784069138524
679,679,64000000.0,12.421504,98.0,5.3,261.0,34985,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8084443155963577
680,680,62000000.0,18.096884,116.0,6.1,340.0,32661,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.6246128614343415
681,681,62000000.0,11.056763,106.0,6.5,195.0,31045,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.274743110914841
682,682,62000000.0,13.218008,87.0,4.3,242.0,35644,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3409632453404693
683,683,62000000.0,11.262655,125.0,5.8,178.0,32970,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5.6157741326911506
684,684,44000000.0,68.717016,167.0,7.6,4274.0,38388,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,6.0218054156411815
685,685,53000000.0,19.412028,93.0,5.9,569.0,35196,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.3098094024111575
686,686,63000000.0,16.791058,95.0,5.5,331.0,36657,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.3876026985781173
687,687,65000000.0,65.197968,117.0,7.0,4997.0,35085,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.298068853153527
688,688,80000000.0,32.829538,115.0,6.1,1373.0,34368,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.038188771071167416
689,689,60000000.0,30.951203000000003,115.0,6.9,1343.0,35832,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.421567713840165
690,690,60000000.0,103.698022,189.0,8.2,4048.0,32529,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2715558493368526
691,691,29584033.76797455,31.719463,100.0,5.6,648.0,35168,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.495840345016365
692,692,150000000.0,47.973995,81.0,5.6,944.0,34685,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.152435798464015
693,693,61000000.0,143.041543,145.0,7.9,5862.0,37938,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8.25920059580922
694,694,60000000.0,86.47681700000003,119.0,7.3,3583.0,33446,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.08092532708217695
695,695,58000000.0,59.824565,130.0,6.6,1174.0,31044,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16742850756873154
696,696,60000000.0,18.345613,116.0,6.1,205.0,32354,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13.408151549888265
697,697,60000000.0,56.488027,103.0,7.8,4537.0,31975,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1685873158393233
698,698,70000000.0,29.464852,99.0,6.8,817.0,32169,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4.480971020152042
699,699,60000000.0,18.106021,92.0,5.6,506.0,33769,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7129231493482541
700,700,61000000.0,42.881415,109.0,6.6,1589.0,37513,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025844783377310197
701,701,60000000.0,18.735024,87.0,5.0,352.0,33101,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.834320648654689
702,702,60000000.0,62.766854,110.0,6.6,1919.0,33796,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7037539992081023
703,703,60000000.0,24.153567,101.0,5.9,487.0,33634,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6861533077719362
704,704,60000000.0,41.51570200000001,83.0,6.0,1272.0,32095,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.7921704465829629
705,705,70000000.0,26.676487,113.0,5.3,588.0,36100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.91932481454932
706,706,60000000.0,16.278022,107.0,5.9,353.0,29076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39826860817464
707,707,60000000.0,18.831023,94.0,5.7,526.0,34732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.646237993331831
708,708,61000000.0,113.161483,132.0,6.4,3040.0,38281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.283174652210854
709,709,60000000.0,28.800112,133.0,5.8,636.0,36427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8960852232914813
710,710,60000000.0,19.705489,125.0,6.5,521.0,32897,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.7340572348032418
711,711,58000000.0,41.430245,111.0,6.6,2808.0,36489,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3.9563007971737103
712,712,55000000.0,23.127561,163.0,6.8,422.0,32535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5945722708003226
713,713,60000000.0,12.867352,170.0,6.7,292.0,31954,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.919325147972615
714,714,65000000.0,44.815022,120.0,7.0,1451.0,34228,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9.64778680067916
715,715,60000000.0,37.537093,92.0,5.3,779.0,33387,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0975635046290315
716,716,60000000.0,10.99991,115.0,6.2,207.0,34286,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.919325147972615
717,717,60000000.0,56.868399,130.0,6.3,2998.0,37288,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.058050525706396315
718,718,60000000.0,22.991269,105.0,5.6,604.0,32394,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6201838389789027
719,719,60000000.0,15.798622,111.0,6.7,247.0,36139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3480079404921319
