0,0
1,0
2,0
3,0
4,0
5,128419
6,626036
7,11888708
8,230473
9,2898906
10,306043
11,0
12,0
13,0
14,0
15,108484
16,11888710
17,0
18,0
19,42760
20,0
21,2705702
22,42760
23,45166
24,0
25,0
26,9985843
27,0
28,6430778
29,0
30,128419
31,11888714
32,0
33,12900736
34,650083
35,512149
36,3817236
37,0
38,0
39,421
40,51432
41,12246625
42,15382564
43,0
44,0
45,0
46,12900736
47,0
48,468470
49,18877051
50,0
51,2572911
52,512149
53,45271
54,12462
55,0
56,0
57,0
58,796923
59,1626976
60,0
61,0
62,0
63,106031
64,0
65,0
66,64664
67,7727963
68,11888726
69,0
70,0
71,0
72,0
73,5527556
74,0
75,0
76,0
77,0
78,16069
79,11888730
80,0
81,0
82,203321
83,0
84,0
85,9985859
86,0
87,217406
88,0
89,0
90,15382575
91,1724594
92,305333
93,4233399
94,6430788
95,2435621
96,18877054
97,0
98,3972854
99,2510399
100,0
101,0
102,475134
103,0
104,0
105,0
106,0
107,181339
108,4233399
109,9118
110,2898909
111,512149
112,0
113,230473
114,230473
115,0
116,0
117,0
118,4435234
119,0
120,5788675
121,5788675
122,12900749
123,0
124,2422064
125,0
126,4315903
127,0
128,15382580
129,4315903
130,0
131,0
132,0
133,0
134,0
135,0
136,4233004
137,50409
138,0
139,0
140,8553598
141,1484958
142,12900754
143,0
144,0
145,0
146,5788675
147,108990
148,987366
149,0
150,0
151,0
152,50409
153,0
154,0
155,18058131
156,0
157,0
158,0
159,128419
160,305333
161,67556
162,29871
163,0
164,0
165,63079
166,12993640
167,2435620
168,0
169,9985875
170,108990
171,2705705
172,0
173,891984
174,0
175,0
176,18877057
177,12246696
178,0
179,0
180,0
181,50409
182,8942
183,475134
184,0
185,0
186,156207
187,710309
188,0
189,2705705
190,150132
191,230473
192,0
193,7967458
194,6597
195,5788676
196,0
197,230473
198,203495
199,0
200,475134
201,15382591
202,0
203,3199024
204,0
205,11888777
206,0
207,4233403
208,710309
209,4020925
210,0
211,18058133
212,0
213,0
214,0
215,68370
216,31720
217,0
218,0
219,684929
220,0
221,1480652
222,0
223,0
224,51800
225,0
226,2399136
227,0
228,0
229,1366119
230,1366119
231,0
232,12900766
233,0
234,0
235,0
236,0
237,4315928
238,0
239,0
240,108990
241,0
242,572031
243,5788677
244,12993659
245,108990
246,0
247,0
248,0
249,1217026
250,18877065
251,50408
252,7727980
253,0
254,276499
255,0
256,1217026
257,12900767
258,276499
259,0
260,237988
261,0
262,891984
263,0
264,0
265,0
266,0
267,0
268,1480653
269,121441
270,0
271,1366121
272,0
273,0
274,2705706
275,0
276,230473
277,0
278,3817256
279,4233403
280,0
281,0
282,4233403
283,0
284,0
285,0
286,4233403
287,4697854
288,0
289,2692681
290,2790899
291,0
292,284
293,0
294,2671324
295,0
296,4233403
297,18877074
298,18877074
299,227057
300,52976
301,15382604
302,0
303,180017
304,12993666
305,4207217
306,0
307,2790899
308,0
309,119190
310,4315945
311,0
312,0
313,572313
314,8617243
315,0
316,18877076
317,0
318,512149
319,0
320,0
321,0
322,0
323,0
324,0
325,397325
326,0
327,0
328,1754073
329,891984
330,891984
331,203495
332,0
333,0
334,255254
335,0
336,0
337,0
338,0
339,903
340,0
341,1385129
342,0
343,15382617
344,0
345,796923
346,45272
347,0
348,0
349,5788676
350,684929
351,18877078
352,0
353,5788676
354,0
355,0
356,11888821
357,9875
358,1480654
359,0
360,6638994
361,2133967
362,2133967
363,29309
364,0
365,0
366,654120
367,0
368,1385128
369,0
370,0
371,227057
372,0
373,615019
374,0
375,0
376,0
377,45272
378,45272
379,4233410
380,2705707
381,0
382,203495
383,262617
384,15382625
385,891983
386,0
387,45272
388,0
389,0
390,2133967
391,0
392,0
393,0
394,5788677
395,684930
396,0
397,0
398,0
399,156205
400,1217029
401,0
402,12993687
403,4233410
404,0
405,70267
406,0
407,0
408,4233410
409,0
410,0
411,0
412,0
413,0
414,0
415,104281
416,2133968
417,0
418,0
419,0
420,746355
421,0
422,4233410
423,18058174
424,2790908
425,6638992
426,475134
427,0
428,474262
429,0
430,7445
431,0
432,0
433,0
434,2133968
435,0
436,2133968
437,5527611
438,0
439,18877087
440,0
441,0
442,0
443,2133968
444,15382647
445,2133968
