,budget,popularity,revenue,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index
1412,35000000.0,27.934978000000005,57120318.0,108.0,5.9,730.0,29222,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.028525492142738
1413,35000000.0,12.677505,32483410.0,101.0,5.9,238.0,35494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010794245751329513
1414,35000000.0,8.737058,40263020.0,112.0,6.3,245.0,32228,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0035105187258079344
1415,35000000.0,12.343507,27107960.0,111.0,6.1,233.0,25490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1524439659145194
1416,35000000.0,14.699342000000001,36098382.0,102.0,5.8,325.0,34096,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.1457852535116
1417,45000000.0,14.513243,30353232.0,101.0,5.1,300.0,37225,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.208023101725638
1418,35000000.0,5.525544,25105255.0,155.0,6.3,157.0,31780,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4971653346145426
1419,8900000.0,15.079993,4100000.0,93.0,5.6,318.0,38346,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.44804261164574066
1420,35000000.0,23.835055,93246388.0,109.0,6.0,436.0,36288,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6142974172249778
1421,35000000.0,5.926966,83769672.29056203,140.0,6.1,81.0,29988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32617307584948074
1422,30000000.0,25.454549,68369434.0,104.0,5.5,523.0,35678,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.4194199766691833
1423,31000000.0,22.71592,27388767.0,96.0,5.9,437.0,34111,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25.799646723246525
1424,35000000.0,35.120736,50363790.0,123.0,7.0,823.0,38345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.749767605165568
1425,35000000.0,19.893646,82087155.0,106.0,5.6,961.0,36833,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0143349830003876
1426,35000000.0,14.051851999999998,19478106.0,76.0,5.2,235.0,34461,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6246125280110465
1427,35000000.0,9.011728999999999,83769672.29056203,111.0,6.9,161.0,32603,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.534913793098493
1428,35000000.0,19.088655,25871834.0,85.0,4.9,379.0,35559,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8343236186366907
1429,56000000.0,29.490057,19701164.0,109.0,5.7,593.0,37317,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2652706249261157
1430,35000000.0,11.195592999999999,19294901.0,97.0,5.1,167.0,34433,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.1238560265333013
1431,35000000.0,17.709888,31083599.0,91.0,6.2,832.0,37170,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7813655046974122
1432,35000000.0,18.262017,51680201.0,87.0,5.4,647.0,38157,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.911583552625139
1433,35000000.0,10.103639999999999,29882645.0,132.0,6.5,159.0,33532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,17.95046691964617
1434,35000000.0,28.670477,46216641.0,118.0,5.7,1455.0,37322,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3592505078960158
1435,31000000.0,16.736734,41512007.0,98.0,6.0,293.0,34268,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.010794245751329513
1436,35000000.0,13.668632999999998,39340177.0,92.0,4.6,149.0,36295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.006093644138855199
1437,30000000.0,9.780588,83769672.29056203,93.0,5.3,191.0,37182,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2691073547935109
1438,27000000.0,9.904881,16519460.0,117.0,5.8,129.0,26551,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1817531349128948
1439,35000000.0,9.789027,63215872.0,92.0,6.0,216.0,35402,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9595841072976906
1440,35000000.0,6.81729,83769672.29056203,115.0,5.7,31.0,29281,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.04367710994030805
1441,35000000.0,10.73522,18317151.0,96.0,6.6,212.0,35462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3573768013675656
1442,29584033.767974548,11.1399,83769672.29056203,111.0,6.4,108.0,33268,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.15216541527591193
1443,35000000.0,6.727949000000001,13678913.0,94.0,5.7,55.0,33145,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07749164666828848
1444,35000000.0,16.343317000000003,27409889.0,105.0,7.0,322.0,35901,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.45367836776707077
1445,40000000.0,14.818717999999999,12206028.0,101.0,5.3,220.0,36090,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3099665866731539
1446,32000000.0,43.862456,54674226.0,139.0,6.5,987.0,36706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21918095923537928
1447,33000000.0,2.706207,83769672.29056203,91.0,4.7,64.0,32067,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1432982712108144
1448,35000000.0,27.903999,17508518.0,110.0,5.5,555.0,37751,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7819611618345474
1449,35000000.0,3.746806,11560806.0,102.0,4.8,91.0,33894,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.12821345176025914
1450,20500000.0,17.112498000000002,10089373.0,102.0,5.6,294.0,35812,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27155807682335376
1451,35000000.0,10.304172,12506188.0,83.0,4.9,135.0,34965,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.1238560265333013
1452,35000000.0,37.335721,61181942.0,123.0,6.9,1121.0,38302,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.003065021425578501
1453,29584033.767974548,0.9123950000000001,83769672.29056203,103.0,4.7,9.0,31577,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0089804703216347
1454,35000000.0,16.782470999999997,42064105.0,118.0,6.5,357.0,34994,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.6622896514400824
1455,35000000.0,3.5034080000000003,4651977.0,114.0,6.6,53.0,29680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0004007748005528534
1456,35000000.0,9.122828,83769672.29056203,180.0,7.7,115.0,30030,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.019685783201638277
1457,35000000.0,5.419181,83769672.29056203,121.0,6.6,60.0,31499,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.04982219057115868
1458,35000000.0,9.07278,16838910.0,114.0,6.2,142.0,33591,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.20006934230721754
1459,35000000.0,2.864979,83769672.29056203,173.0,7.4,34.0,25718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.04790392703130561
1460,35000000.0,2.877488,15000000.0,135.0,6.7,25.0,30987,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.09535275715010715
1461,38000000.0,5.516207,635096.0,138.0,6.6,49.0,32513,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.06903801248629338
1462,29584033.767974548,13.930763,25147786.0,148.0,7.0,291.0,36496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4100012578267627
1463,35000000.0,20.27704,10496317.0,93.0,5.8,307.0,34760,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.432544282312083
1464,29584033.767974548,0.12673800000000002,83769672.29056203,100.0,6.104517497348887,701.7172852598092,35971,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6462105209983164
1465,34000000.0,131.815575,348319861.0,113.0,7.0,5371.0,37917,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.567411531915954
1466,35000000.0,16.832311999999998,14431253.0,91.0,5.0,320.0,38093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.45086048970640574
1467,34000000.0,9.133747,32255440.0,139.0,7.0,169.0,30254,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9.578817136144139
1468,35000000.0,24.606012,15304890.0,96.0,6.8,827.0,34991,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.1651925780849923
1469,70000000.0,3.2769120000000003,11263966.0,101.0,5.3,29.0,32429,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.04085923187964302
1470,35000000.0,16.830184,2106557.0,96.0,5.1,344.0,37071,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.48467502643438615
1471,41677699.0,39.58676,187479518.0,100.0,7.5,926.0,35673,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.15971969207825643
1472,34000000.0,41.946523,63013281.0,128.0,7.3,1064.0,38128,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.499111128273799
1473,75000000.0,20.697556,19598588.0,109.0,5.4,254.0,32423,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.35787051370445955
1474,34000000.0,1.656695,83769672.29056203,114.0,5.3,18.0,32676,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3876212609656269
1475,35000000.0,17.932561,83769672.29056203,106.0,5.4,240.0,37267,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.9104082526818698
1476,35000000.0,15.509570000000002,27330000.0,141.0,6.5,224.0,37639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.315602342794484
1477,32000000.0,4.6021849999999995,40382659.0,195.0,7.1,67.0,25970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.919322480586255
1478,40000000.0,40.379965999999996,243240178.0,138.0,7.1,877.0,29974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08361019081155967
1479,50000000.0,12.601306,79958599.0,101.0,5.3,110.0,32988,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11598225213273143
1480,30000000.0,24.389194,173959438.0,98.0,5.6,506.0,32702,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7129231493482541
1481,34000000.0,12.867326,83769672.29056203,85.0,6.3,121.0,37657,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.17048162267023467
1482,30000000.0,23.328823,64626786.0,89.0,4.8,469.0,36924,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.06260722059224302
1483,33000000.0,29.775440999999997,140470746.0,99.0,6.7,663.0,37141,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.615840214790685
1484,33000000.0,19.642328,62022014.0,105.0,5.1,497.0,34960,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7002426980752614
1485,33000000.0,7.339908,83769672.29056203,96.0,4.9,110.0,32802,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.05805126820189669
1486,33000000.0,35.099610999999996,54700105.0,124.0,6.1,766.0,34117,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0792472972347087
1487,30000000.0,16.541791,27610873.0,118.0,6.6,238.0,34534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.950465252529696
1488,30000000.0,31.92695,40346186.0,94.0,6.3,799.0,37040,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2080223592301376
1489,33000000.0,9.060642,83769672.29056203,124.0,5.7,116.0,32298,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.1851857899948817
1490,32350000.0,46.509071,572700000.0,135.0,7.9,4665.0,26484,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014666513619053327
1491,30000000.0,21.538222,22211426.0,108.0,5.8,363.0,35546,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.511444868010704
1492,32000000.0,33.923786,113019290.0,124.0,7.2,813.0,35817,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.006639394764419321
1493,35000000.0,20.908494,24159934.0,98.0,5.3,394.0,36987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.555121977951012
1494,32000000.0,16.901954,173398518.0,97.0,6.4,987.0,33928,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1674281741454366
1495,32000000.0,15.039407,152036382.0,123.0,6.2,323.0,31276,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.029644875348267256
1496,33000000.0,13.655735,83769672.29056203,99.0,5.3,185.0,33299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2606537206115158
1497,29584033.767974548,21.620317,60328000.0,101.0,6.7,390.0,28494,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03743142566077737
1498,32000000.0,14.642055,80197993.0,92.0,5.6,359.0,34909,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5058091118893739
1499,32500000.0,17.107065,288383523.0,125.0,6.5,1661.0,36686,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.340247729382312
1500,32000000.0,38.217079999999996,126041322.0,107.0,6.3,2359.0,37462,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.216603757353552
1501,29000000.0,14.993169,50041732.0,103.0,6.0,242.0,32438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.34096324534046935
1502,32000000.0,24.147269,48814909.0,129.0,7.0,544.0,32807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.613506449389064
1503,32000000.0,18.47242,69055695.0,107.0,6.0,394.0,36441,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.555121977951012
1504,35000000.0,18.843320000000002,21819348.0,90.0,5.7,414.0,37414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11598225213273143
1505,32000000.0,15.901137,83615414.0,107.0,5.3,313.0,36615,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6670863212872747
1506,32000000.0,59.19888,147332697.0,93.0,7.1,2699.0,36657,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2228294554142066
1507,32000000.0,14.48851,36733909.0,120.0,6.7,374.0,30009,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13.40816194482527
1508,30000000.0,23.197408,77566815.0,101.0,6.3,1018.0,35161,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0007677403473953901
1509,33000000.0,10.651202,9494789.0,105.0,6.7,232.0,37588,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.18388049566069936
1510,35000000.0,10.032625999999999,31755742.0,113.0,5.6,143.0,25227,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.20147828133755005
1511,29584033.767974548,6.048743,83769672.29056203,106.0,6.3,67.0,34630,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0943989150322787
1512,32000000.0,34.628738,60740827.0,96.0,6.9,832.0,34643,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17.950465252529696
1513,32000000.0,47.5612,85167639.0,87.0,6.2,1061.0,34591,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0798821209041397
1514,32000000.0,16.473354999999998,18552460.0,107.0,6.3,427.0,30764,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08092458458667656
1515,28000000.0,6.201404,30016165.0,90.0,5.6,104.0,34106,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.14652965915458185
1516,32000000.0,15.560918,83769672.29056203,121.0,6.6,225.0,32480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3170112818248165
1517,32000000.0,25.799697000000002,18409891.0,111.0,6.2,620.0,36280,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0028177704239511657
1518,70000000.0,4.822033,53587404.0,90.0,4.0,104.0,35146,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.044823333237089
1519,32000000.0,3.379454,83769672.29056203,110.0,5.4,44.0,31339,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.104307969869239
1520,30000000.0,26.9385,27437881.0,100.0,5.3,724.0,37372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04438415352635806
1521,32000000.0,4.098444000000001,3566637.0,75.0,7.1,24.0,31540,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.20529852086472974
1522,29584033.767974548,4.901553,83769672.29056203,132.0,7.2,18.0,32529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02536090254598532
1523,32000000.0,5.347936,5914908.0,108.0,5.9,86.0,35084,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0.07918417513378025
1524,32000000.0,4.120549,83769672.29056203,93.0,5.0,13.0,34099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01831620739432273
1525,31500000.0,49.973462,89460381.0,153.0,8.0,2055.0,25107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3531316024773645
1526,32000000.0,13.611544,42045846.0,102.0,6.0,262.0,36447,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.09284906232281773
1527,29584033.767974548,6.775294000000001,106269971.0,137.0,6.9,113.0,31087,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.15921011042757452
1528,31500000.0,27.891012,14708696.0,113.0,5.7,557.0,38499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7847790398952125
1529,31000000.0,13.864975,128499205.0,161.0,7.0,279.0,27426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.39309398946277246
1530,31000000.0,42.213765,161772375.0,138.0,6.5,2415.0,37240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0530045262857976
1531,34000000.0,29.887403999999997,210308099.0,126.0,5.9,541.0,25057,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7622360154098922
1532,30000000.0,74.417456,174600318.0,99.0,8.0,4519.0,37721,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2267729757267892
1533,31000000.0,7.06762,24185781.0,101.0,6.4,131.0,33166,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.20546706734331657
1534,31000000.0,15.895660999999999,53208180.0,103.0,6.2,433.0,29119,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6100706001339803
1535,31000000.0,19.258041,68106245.0,118.0,7.0,462.0,32669,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.779186658029285
1536,31000000.0,47.753598,104384188.0,99.0,6.2,1195.0,38238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16742850756873157
1537,30250000.0,15.585138,115101622.0,105.0,6.4,302.0,31017,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2563328283625863
1538,45000000.0,32.217425,306776732.0,113.0,6.9,677.0,33641,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.5844690629150093
1539,34200000.0,34.868590000000005,234801895.0,93.0,6.1,875.0,32361,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3622516747085614
1540,30000000.0,36.432598,287553595.0,108.0,6.0,1344.0,33138,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.4216352809307
1541,30000000.0,73.640445,373554033.0,81.0,7.7,5269.0,31027,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.423699750822037
1542,30000000.0,49.526736,350448145.0,116.0,6.8,1783.0,30519,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5121382910828793
1543,30000000.0,26.780960999999998,196114570.0,104.0,7.0,1293.0,36969,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.03361351379781113
1544,31000000.0,6.487344,15134293.0,105.0,6.0,89.0,36224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1253955736995941
1545,30000000.0,25.996219,136706683.0,113.0,7.4,821.0,32823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1567389439029971
1546,30000000.0,46.212154999999996,199200000.0,134.0,7.2,957.0,28959,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1342261090726271
1547,25000000.0,32.105328,115922175.0,132.0,7.2,1101.0,37527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5512418723961021
1548,20000000.0,41.156217,167722310.0,92.0,6.2,981.0,34181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3821691887562
1549,30000000.0,37.179547,191502426.0,99.0,6.7,848.0,29589,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13.408170112275775
1550,30000000.0,34.391791999999995,212385533.0,90.0,6.1,1099.0,31038,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4194196432458883
1551,37000000.0,40.176265,165335153.0,115.0,6.5,1023.0,33131,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.566613908747309
1552,26000000.0,10.704596,116400000.0,102.0,6.5,166.0,31353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23388387903519797
1553,33000000.0,79.579532,327311859.0,127.0,8.1,5765.0,30989,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.012877841958632152
1554,30000000.0,63.13678,210819611.0,112.0,7.3,3382.0,36055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007032917379621987
1555,30000000.0,27.870755,140161792.0,87.0,6.7,574.0,34330,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.8087310034108652
1556,25000000.0,31.242998999999998,156822020.0,138.0,7.6,1422.0,33926,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0035113011328405
1557,30000000.0,70.456012,216763646.0,132.0,7.7,2439.0,34361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.436402294981011
1558,80000000.0,29.415228999999997,176885658.0,103.0,6.4,503.0,32249,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7086963322572565
1559,29000000.0,55.109138,115603229.0,123.0,7.7,3067.0,34188,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9588445817793098
1560,30000000.0,30.695228000000004,160259319.0,111.0,6.1,978.0,35482,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30.029761998304977
1561,35000000.0,13.788422,155545279.0,102.0,6.0,449.0,35938,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.02039560890000384
1562,30.0,4.5902769999999995,103.0,78.0,6.0,100.0,32808,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.14089390303325178
1563,30000000.0,3.8452309999999996,74787599.0,132.0,5.9,56.0,29622,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.078900585698621
1564,30000000.0,26.952727000000003,160638883.0,133.0,7.2,619.0,30709,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8721332597758286
1565,25000000.0,33.704181,163670000.0,109.0,6.7,1205.0,36086,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.697771531550684
1566,30000000.0,19.925026000000003,105834556.0,125.0,6.7,362.0,33628,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.34783538207313697
1567,35000000.0,43.742241,116980662.0,97.0,6.4,2652.0,37330,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3.123838206641292
1568,30000000.0,46.377628,47042000.0,118.0,6.6,4697.0,37203,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.90761348686294
1569,29584033.767974548,9.166658,83769672.29056203,87.0,4.9,95.0,32963,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1338492078815892
1570,30000000.0,34.36645,254134910.0,89.0,6.0,733.0,30923,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0327523092337356
1571,30000000.0,12.967137,114281051.0,100.0,5.8,284.0,37153,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.680292562212359
1572,30000000.0,50.670253,105173115.0,111.0,6.4,1172.0,35580,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2.8343295586006936
1573,45000000.0,24.694551,92374674.0,109.0,6.7,607.0,34600,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8552259914118383
1574,30000000.0,11.409124,63833449.0,99.0,5.8,205.0,35586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28883250121816617
1575,29584033.767974548,7.922716,83769672.29056203,114.0,5.8,81.0,31969,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.4194193098225933
1576,30000000.0,33.385428999999995,114663461.0,89.0,5.9,856.0,35847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1025790882298336
1577,19000000.0,8.584398,69631118.0,95.0,5.3,214.0,34244,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.30151295249115884
1578,37000000.0,41.569541,96455697.0,98.0,6.3,1204.0,34115,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.03818877107116741
1579,30000000.0,43.753585,151119219.0,94.0,7.4,1990.0,36699,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.34024039559972546
1580,29584033.767974548,18.568020999999998,83769672.29056203,85.0,5.5,319.0,37681,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.44945155067607323
1581,53000000.0,28.350528999999998,83282296.0,124.0,7.4,1317.0,33010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.855572702947926
