,budget,popularity,revenue,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign
755,60000000,21.605532999999998,67312826,117.0,6.1,479,33628,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
756,60000000,22.620125,119940815,100.0,5.8,391,33891,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
757,0,18.587114,0,111.0,6.6,366,37198,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
758,80000000,24.657931,74901339,117.0,6.2,487,36232,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
759,60000000,12.621769,33956608,110.0,5.8,130,31465,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
760,60000000,21.08952,55003135,96.0,5.7,380,33621,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
761,60000000,18.380176000000002,73174566,101.0,5.9,375,35727,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
762,60000000,18.877795000000003,0,111.0,6.0,368,31913,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
763,60000000,17.299332999999997,31720158,109.0,6.6,234,35952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
764,80000000,16.848899,39459427,126.0,6.3,251,32857,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
765,60000000,21.547446,47383689,122.0,7.4,797,32809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
766,0,16.930969,141702264,78.0,5.1,464,34908,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
767,60000000,36.689223,71073932,101.0,4.7,549,34494,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
768,60000000,28.350927000000002,78309131,87.0,5.4,692,36693,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
769,60000000,18.815442,26288320,86.0,6.6,372,33829,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
770,60000000,29.787135,26673242,96.0,6.5,742,31682,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
771,60000000,8.927137,52322400,104.0,6.1,204,33334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
772,50000000,15.213484,49111202,121.0,5.7,287,35000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,60000000,13.155999,17800000,140.0,6.3,271,35007,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
774,72000000,15.433244,27642707,131.0,7.0,285,33208,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
775,90000000,5.762037,14828081,91.0,4.9,109,32564,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
776,60000000,22.736038,30800231,118.0,6.0,487,37708,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
777,60000000,45.514031,90565421,130.0,6.2,1602,37532,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
778,60000000,18.676291,50650079,90.0,5.0,371,35662,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
779,30000000,14.376463000000001,25473093,105.0,5.3,274,34555,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
780,80000000,14.298297,0,122.0,5.7,166,32270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
781,60000000,27.018886,57490374,106.0,6.0,592,35818,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
782,60000000,14.84856,39031337,103.0,4.7,320,35832,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
783,60000000,52.417528999999995,30418560,106.0,5.4,1055,38050,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,60000000,15.406173,0,127.0,4.1,224,35440,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
785,35000000,6.523472,0,127.0,6.7,110,33942,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
786,68490000,4.7262900000000005,193677158,120.0,6.0,24,38416,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,80000000,8.923214999999999,10166502,132.0,6.8,91,34601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
788,58000000,514.5699559999999,783112979,108.0,7.4,10995,38434,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
789,60000000,9.265672,0,114.0,4.9,111,32101,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
790,58800000,87.53437,542307423,133.0,7.4,4469,38009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
791,58000000,45.351617,158162788,103.0,6.2,995,38246,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
792,58000000,13.43573,102854431,95.0,6.5,579,34636,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
793,83000000,6.248309,59468275,90.0,4.4,134,32669,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
794,63000000,31.294717,189015611,102.0,5.7,690,28312,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
795,58000000,7.739275999999999,41299492,114.0,5.7,130,35556,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
796,60000000,19.694695,0,119.0,4.9,388,38374,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
797,58000000,14.403696,85280250,103.0,5.1,276,36189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
798,58000000,1.551497,44000000,119.0,6.1,1658,37457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
799,60000000,2.143764,300228084,97.0,5.8,1363,36455,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,58000000,12.29603,50365377,125.0,5.9,178,36952,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
801,57000000,33.8473,152944660,144.0,7.2,1374,31745,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
802,70000000,21.723897,58058367,116.0,5.5,453,37099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,57000000,31.791978999999998,115267375,103.0,6.4,535,31241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,60000000,14.113066,61347797,97.0,6.0,226,34328,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
805,57000000,48.622278,149217355,95.0,4.7,1135,36912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,57000000,9.061866,62112895,131.0,5.5,145,33145,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
807,56000000,35.4763,113006880,95.0,5.8,842,34440,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
808,56000000,23.438398,57223890,86.0,6.0,381,34104,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
809,55000000,138.133331,677945399,142.0,8.2,7927,30546,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
810,60000000,47.336034000000005,361366633,92.0,5.5,1177,35454,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
811,55000000,29.972240000000003,330444045,108.0,6.6,1698,32830,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
812,55000000,47.845589000000004,346079773,81.0,6.7,1457,30889,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
813,55000000,48.507081,300218018,143.0,6.9,1022,24862,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,54000000,20.28119,128769345,95.0,5.4,702,31267,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
815,70000000,34.576913,368100420,118.0,6.4,1665,34418,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
816,55000000,22.573237,0,92.0,5.4,496,31651,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
817,55000000,36.194802,231449203,103.0,6.0,1129,33859,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
818,55000000,52.786917,95000000,134.0,7.6,2454,37582,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
819,55000000,38.061679999999996,152263880,97.0,5.9,1122,36301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820,50000000,19.830132,287928194,100.0,6.0,1019,30870,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
821,55000000,79.92205899999999,192330738,132.0,7.1,2954,37931,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
822,55000000,19.738215,154906693,105.0,5.6,485,33628,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
823,53000000,20.334629,157387195,116.0,7.0,498,30856,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
824,55000000,80.581367,307077295,117.0,7.7,2525,35090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,55000000,32.05145,223387299,98.0,6.1,772,34642,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
826,55000000,15.064058,214015089,123.0,5.9,210,30702,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
827,55000000,21.272734,198685114,114.0,6.4,529,31920,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
828,30000000,79.75496600000001,180949000,111.0,7.7,4949,33929,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
829,55000000,13.191829,0,97.0,6.0,254,32409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,30000000,50.622607,152159461,136.0,7.6,3948,34118,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
831,55000000,22.787667000000003,63408614,104.0,6.1,458,28889,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,55000000,29.498303999999997,149022650,104.0,6.3,636,29840,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
833,55000000,25.400935,56932305,110.0,6.2,735,32697,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
834,55000000,17.231675,121969216,133.0,5.8,256,31164,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
835,55000000,32.835777,187361754,94.0,5.7,751,36736,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
836,55000000,17.097041,127906624,104.0,6.3,461,35581,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,55000000,14.414937,110000000,91.0,5.7,254,37602,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
838,50000000,45.856409,159773545,114.0,6.2,1633,29771,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
839,55000000,7.027139,141047179,134.0,5.9,120,31438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
840,55000000,32.657488,41610884,122.0,6.7,658,32088,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
841,50000000,12.46525,75000000,109.0,6.4,236,31374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,55000000,39.882276,259207227,95.0,7.0,883,37995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
843,68000000,39.395881,68267862,98.0,5.3,881,37141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844,55000000,8.634953999999999,34234008,94.0,6.0,189,33716,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
845,80000000,7.386394,0,126.0,6.2,146,32340,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
846,55000000,8.802525,33828318,118.0,5.1,188,33990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
847,0,10.449975,33472850,91.0,5.4,251,35531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
848,60000000,23.700758999999998,118338361,88.0,6.4,374,37005,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
849,55000000,27.509159999999998,113020255,141.0,7.3,1131,35502,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
850,50000000,20.588620000000002,60209334,107.0,5.3,284,31304,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
851,55000000,4.3664879999999995,18626419,116.0,5.7,194,31317,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
852,70000000,18.927463,154648887,143.0,7.0,438,34354,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
853,55000000,15.274137,74237563,114.0,6.6,303,35359,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
854,62000000,29.954302000000002,52304001,93.0,5.4,703,34711,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,56000000,4.362535,12923936,214.0,6.1,48,33698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
856,55000000,4.700024,11466088,100.0,5.2,62,31464,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
857,55000000,12.340384,0,107.0,5.7,134,36008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
858,50000000,14.808304000000001,80383290,112.0,6.2,316,37743,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
859,57000000,9.27875,28283637,95.0,4.2,91,34216,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
860,55000000,22.863516,89519773,119.0,6.9,573,36530,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
861,47000000,23.05451,0,133.0,7.1,346,34311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862,2000000,23.962108999999998,9250000,153.0,7.3,395,18835,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
863,55000000,12.669777999999999,6416302,96.0,5.3,123,33285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
864,54000000,67.16958699999999,155010032,117.0,6.2,1528,33362,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
865,55000000,41.472404,168167691,123.0,7.5,2039,35825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,55000000,22.503935000000002,9489829,92.0,5.2,481,37330,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
867,54000000,59.194915,136766062,162.0,7.1,1546,29256,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
868,57000000,22.894898,52034889,123.0,6.1,327,34656,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
869,54000000,18.600367000000002,130431368,108.0,5.4,407,34937,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
870,54000000,30.515175,190458706,127.0,6.5,629,25584,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,54000000,9.053456,7266209,121.0,3.5,104,33859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,55000000,7.768223,9450897,125.0,5.7,95,34995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
873,46000000,19.643365,107196498,99.0,5.5,308,32717,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
874,53000000,45.565917999999996,139804348,94.0,7.4,1432,31779,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
875,52500000,57.374341,179213434,127.0,7.4,1300,32984,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
876,75000000,8.418560000000001,54249294,89.0,5.4,113,33219,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
877,53000000,46.049902,98837872,122.0,6.3,1242,38276,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
878,90000000,23.9366,65900249,132.0,6.7,526,35033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
879,53000000,49.593978,126690726,109.0,7.2,1486,36126,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
880,67000000,16.637642,25037897,191.0,6.8,459,35203,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
881,0,1.453765,0,172.0,5.9,26,32109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
882,0,6.162872,5761917,124.0,5.4,81,35228,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
883,52000000,73.94404899999999,352114312,141.0,7.7,3795,33640,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
884,40000000,38.306954,132820716,157.0,6.7,1702,37287,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
885,52000000,26.251216999999997,204999686,106.0,5.6,832,34894,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
886,52000000,30.780599,609841637,108.0,6.4,1386,35657,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
887,52000000,25.41929,216485654,125.0,5.7,1013,36244,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
888,50000000,15.982120000000002,110803676,104.0,5.1,316,34594,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
889,52000000,40.072583,98126565,170.0,7.2,771,32179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
890,52000000,32.015477000000004,75450437,112.0,5.9,736,36785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
891,82000000,24.444186,47434430,118.0,6.9,435,32541,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
892,52000000,40.06688,116112375,178.0,7.8,1307,31050,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
893,52000000,27.916284,52826594,92.0,6.1,675,36239,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
894,52000000,15.207070000000002,0,104.0,5.1,278,33733,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,51000000,39.001682,149270999,116.0,6.1,927,32724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
896,51000000,10.430832,72779000,90.0,5.3,225,34958,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
897,0,5.952527,47231070,93.0,5.1,109,35068,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
898,50000000,94.815867,709827462,130.0,5.6,2436,35912,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
899,60000000,67.298732,484409218,90.0,7.3,4056,33052,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
900,50200000,26.60772,127869379,106.0,6.5,1652,36630,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
901,48000000,28.803728999999997,390493908,143.0,6.6,909,29428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,50000000,27.039635999999998,273552592,139.0,6.7,913,31430,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
903,50000000,68.87691,549368315,106.0,6.3,4697,37114,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
904,50000000,37.885022,314178011,139.0,7.2,915,31808,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
905,50000000,35.537397,202292902,115.0,7.0,832,32179,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
906,50000000,38.125008,173649015,119.0,6.0,923,37651,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,50000000,18.121404000000002,171269535,96.0,5.6,644,33460,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
908,50000000,37.069253,260095987,112.0,6.6,2435,36727,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
909,52000000,30.347332,256271286,131.0,7.1,716,32627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
910,50000000,23.854701000000002,177371441,116.0,6.3,850,33684,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
911,50000000,52.380982,188441614,112.0,7.0,3319,37820,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
912,60000000,50.163785,223664608,123.0,7.2,1516,30674,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
913,70000000,43.849351,225990978,104.0,6.4,1813,35816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
914,50000000,45.318703,216972543,107.0,6.2,1650,38561,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,0,16.368282999999998,0,124.0,6.9,277,32179,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
916,50000000,38.616744,242786137,96.0,5.8,854,38388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,50000000,65.90160999999999,212902372,125.0,5.6,1652,38023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
918,45000000,45.220386,184376254,129.0,7.3,1630,34824,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
919,90000000,17.457947,161626121,100.0,6.7,548,32221,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
920,50000000,10.755847,152022101,109.0,5.0,213,30884,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
921,50000000,38.629763,120081841,124.0,6.5,909,36924,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
922,50000000,32.693093,155446362,121.0,5.9,1486,35916,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
923,50000000,18.806031,88715192,97.0,5.5,399,34811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
924,50000000,32.233713,161451538,110.0,5.4,632,34453,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
925,50000000,37.990705,142851197,118.0,7.0,2443,36778,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
926,50000000,17.667826,200804534,80.0,5.2,820,34173,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
927,60000000,9.225166,0,99.0,5.2,193,34340,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
928,50000000,46.180421,110206216,133.0,7.0,1381,36833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
929,50000000,30.397496000000004,189859560,127.0,6.3,513,30793,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
930,50000000,83.295796,222809600,106.0,6.8,2268,37690,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
931,50000000,23.935053,106303988,98.0,5.5,509,35909,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
932,54000000,84.630969,132511035,132.0,7.7,4442,34816,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
933,50000000,16.251204,88323487,115.0,6.0,692,33683,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
934,50000000,9.894346,69834815,86.0,6.2,106,34783,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
935,50000000,12.050755,66002004,101.0,5.1,542,34550,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
936,50000000,11.596207000000001,100020092,113.0,6.0,220,33187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
937,50000000,53.02786999999999,224803475,88.0,5.7,3239,37316,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
938,50000000,14.382253,119137784,124.0,6.3,276,33411,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
939,50000000,43.450266,144492830,109.0,5.9,1567,36617,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
940,50000000,16.871194,94000000,128.0,6.3,451,34704,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
941,50000000,42.526529,69411370,144.0,7.0,938,38407,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
942,50000000,34.890999,97437106,95.0,7.3,755,37938,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
943,45000000,18.186026000000002,82800000,105.0,5.6,267,34783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,50000000,13.576765,50068310,121.0,6.4,223,31500,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
945,50000000,19.434672,48169156,125.0,6.0,395,31689,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
946,50000000,62.925175,109423648,129.0,7.5,1506,31710,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
947,50000000,32.927994,97607453,125.0,6.3,1067,34853,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
948,0,14.837288000000001,0,118.0,6.1,203,32770,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,50000000,39.920035,234989584,113.0,6.1,1611,37028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,50000000,28.725621000000004,44547681,140.0,6.8,582,32030,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
951,50000000,20.566554,160602194,89.0,5.8,817,37882,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
952,50000000,20.333953,119208989,104.0,5.5,434,30503,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
953,50000000,33.98637,41482207,106.0,6.2,652,29064,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
954,50000000,42.472324,83719388,141.0,7.2,1417,37945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
955,50000000,15.931084,0,124.0,5.8,255,31724,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
956,45000000,29.880121999999997,129394835,94.0,6.1,1267,34265,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
957,50000000,28.803802,40203020,108.0,6.1,750,34326,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
958,50000000,14.993459,55495563,105.0,6.1,298,33922,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
959,50000000,9.114168,49000000,102.0,4.5,104,30408,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
960,50000000,12.311010000000001,69425966,92.0,4.4,269,34538,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
961,40000000,41.362082,144056873,119.0,6.3,1233,32592,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
962,50000000,13.298205,49718611,119.0,5.9,189,34159,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
963,40000000,19.085403,60462347,99.0,6.2,371,36110,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
964,50000000,9.622345,0,137.0,6.3,88,32445,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
965,50000000,11.106005999999999,113309743,115.0,4.4,205,31269,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
966,50000000,12.256219999999999,83761844,87.0,5.0,149,36358,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
967,50000000,13.365715,105197635,129.0,5.8,510,36491,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
968,50000000,16.167092999999998,56714147,120.0,6.0,268,33390,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
