,budget,popularity,revenue,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign
2120,20000000,29.295801,41596251,123.0,6.7,1261,36043,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2121,20000000,14.136476000000002,43967255,111.0,6.8,276,38206,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2122,20000000,6.0646379999999995,86865564,86.0,3.2,326,35132,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2123,20000000,41.503588,88346473,128.0,7.8,2686,38339,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2124,20000000,20.495749,27640028,110.0,5.9,292,35735,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2125,20000000,13.906944000000001,39143839,102.0,5.2,283,35028,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2126,20000000,2.003047,37672350,124.0,6.0,24,32046,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2127,0,11.349664,0,98.0,5.9,308,29463,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2128,20000000,11.203335000000001,41237648,115.0,5.8,129,35024,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2129,20000000,8.265317,35841901,98.0,6.1,131,25232,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2130,20000000,18.632156,65464324,104.0,5.8,481,36446,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2131,20000000,6.92592,60000000,127.0,7.0,114,31535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2132,20000000,17.165039,80547866,82.0,4.2,315,36433,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2133,25000000,25.785925,135330182,143.0,6.9,1055,34993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2134,19800000,20.311684,41296320,103.0,6.5,505,37917,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2135,20000000,20.975165,50907234,104.0,7.0,435,35804,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2136,32000000,26.509175,50907422,98.0,6.6,660,34295,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2137,20000000,26.497025,47241945,92.0,5.3,465,37302,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2138,0,14.211699,0,124.0,6.4,194,31024,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2139,20000000,36.819044,78378744,86.0,4.6,793,37400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2140,20000000,7.9025360000000004,31678778,158.0,6.2,63,21516,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2141,20000000,30.909699,54586584,128.0,7.1,612,35803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2142,20000000,16.663797,46069568,107.0,5.7,295,38444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,35000000,27.724913,68349884,91.0,5.3,531,33579,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2144,19000000,17.971883,35387212,108.0,6.0,328,36876,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2145,20000000,25.041992,67200000,108.0,6.3,444,31899,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2146,0,7.924428,0,101.0,5.4,167,36127,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2147,20000000,14.857884,45636368,113.0,6.3,257,36304,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2148,30000000,23.982956,47126295,113.0,7.0,628,32627,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2149,20000000,12.458131,0,87.0,4.7,171,35476,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2150,20000000,3.9963919999999997,0,101.0,5.8,63,31101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2151,20000000,30.387753999999997,64822796,112.0,6.6,697,35531,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2152,20000000,56.481487,72258126,108.0,7.9,3652,34090,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2153,20000000,19.962713,32005248,105.0,6.0,368,36470,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2154,20000000,18.666876000000002,65569869,109.0,6.3,363,35573,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2155,20000000,55.964605000000006,46089287,109.0,6.7,1778,37498,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2156,0,5.0348,0,99.0,5.8,143,35273,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
2157,20000000,28.019226,51416464,98.0,6.0,634,35844,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2158,20000000,16.176976,49779728,104.0,5.9,525,36273,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2159,20000000,17.237143,17425000,109.0,6.0,593,36750,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2160,9000000,4.34503,27105095,100.0,5.3,155,34825,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2161,0,11.360997,0,119.0,6.5,119,29188,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2162,20000000,12.300789,39300000,88.0,5.3,124,36463,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2163,20000000,15.804814000000002,37597471,97.0,5.2,288,34993,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2164,0,9.750557,0,105.0,6.3,148,34853,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2165,40000000,4.100942,28972508,89.0,5.1,44,36071,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2166,20000000,12.309714999999999,21284514,106.0,6.7,175,30864,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2167,20000000,62.933899,83707310,96.0,7.1,2181,38603,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2168,20000000,16.074397,20211394,115.0,6.3,299,35728,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2169,20000000,17.016284,0,108.0,5.8,255,31925,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2170,806948,93.06786600000001,32000000,109.0,8.2,2320,18108,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2171,20000000,17.145287,36620508,101.0,5.4,220,35735,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2172,20000000,27.256849,34077920,103.0,6.7,542,37707,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2173,20000000,7.878177,0,113.0,5.6,130,35238,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2174,20000000,0.173964,2297493,98.0,4.9,7,25823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2175,20000000,14.370110999999998,18432000,121.0,6.8,260,27158,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2176,20000000,11.090254,18253415,114.0,6.5,52,32074,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2177,20000000,20.827779999999997,22222308,124.0,7.1,334,35189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2178,15000000,43.644978,56255142,148.0,7.8,3045,35361,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2179,20000000,8.244324,17807569,100.0,5.6,111,35014,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2180,20000000,23.292761,52302796,94.0,5.0,432,37217,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2181,19000000,64.181668,25836616,108.0,6.9,1603,31108,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2182,0,9.03154,0,68.0,6.4,88,34419,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2183,0,4.031585,17519169,103.0,6.3,39,31030,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2184,20000000,13.658985000000001,100914445,99.0,7.2,831,34052,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2185,35000000,6.908351,0,88.0,4.3,20,33488,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2186,20000000,10.446722,73276047,128.0,7.3,394,35394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2187,20000000,32.243357,60427839,124.0,7.2,918,33895,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2188,20000000,9.149089,16605763,84.0,5.8,52,34258,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2189,20000000,5.596835,17432163,101.0,5.3,83,33663,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2190,0,5.214408000000001,0,98.0,5.0,120,32753,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2191,20000000,10.50098,17436509,120.0,7.0,167,36087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,20000000,3.011205,15473333,199.0,6.5,41,19813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2193,19500000,15.012236999999999,34854990,111.0,6.2,336,38316,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2194,25000000,16.238961,14109284,87.0,3.0,240,35714,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2195,20000000,15.21229,22942221,88.0,5.5,208,36176,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2196,20000000,6.397042,13801755,97.0,6.5,125,31773,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2197,20000000,19.220789,30426096,106.0,6.2,671,36841,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2198,20000000,35.232278,32204030,95.0,5.8,715,37036,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2199,40000000,9.842771,0,99.0,4.8,139,34132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2200,20000000,35.542809000000005,34560577,96.0,5.9,861,35944,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2201,0,7.829295,0,98.0,7.0,130,30646,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2202,20000000,3.476925,13391174,123.0,6.1,12,35028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2203,30000000,5.133744,27674124,101.0,6.4,81,33607,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2204,20000000,14.031376999999999,12482775,101.0,6.0,289,34670,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2205,20000000,17.227376,12398628,96.0,6.1,139,33516,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2206,0,17.98817,0,102.0,6.4,286,35735,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2207,20000000,15.66135,17280326,108.0,5.7,220,35916,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2208,20000000,19.705311,24145613,116.0,6.7,641,36477,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2209,0,2.645722,0,93.0,4.5,48,30485,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2210,0,17.662682999999998,0,102.0,6.2,424,35492,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2211,0,2.894154,0,103.0,6.4,62,34629,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2212,20000000,29.371987,12639297,115.0,5.6,797,38444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2213,20000000,11.352692999999999,10686841,96.0,7.3,187,31693,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2214,20000000,7.553773,0,98.0,5.4,62,32480,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2215,20000000,30.477114,36606743,100.0,6.3,950,38304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2216,20000000,9.927017999999999,0,106.0,5.6,105,28882,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2217,20000000,12.379781,0,101.0,6.5,147,31430,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2218,20000000,12.643703,16974459,105.0,6.5,297,35350,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2219,21000000,15.440465,0,99.0,6.5,284,36176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2220,0,5.886228,9109322,88.0,1.9,35,34251,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2221,0,6.925644999999999,12382362,83.0,5.4,133,34628,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2222,20000000,9.361460000000001,10337477,84.0,4.7,78,35112,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2223,20000000,6.102663,11341016,98.0,6.4,24,34118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2224,8000000,0.7091430000000001,20000000,149.0,6.5,15,21229,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2225,20000000,45.742217,11110975,148.0,6.5,833,38023,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
2226,0,1.682839,0,85.0,3.2,18,34797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2227,20000000,8.237336,16549477,110.0,5.9,88,37563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2228,20000000,2.6053740000000003,7000000,83.0,4.1,20,35749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2229,12000000,29.072964000000002,15008161,107.0,5.3,631,37554,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2230,22000000,1.3225280000000001,0,100.0,5.8,82,33719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2231,0,4.9613059999999995,6575282,87.0,4.7,69,35504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2232,0,8.628519,0,160.0,6.7,41,32431,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2233,20000000,12.232047999999999,6420319,106.0,7.0,185,38142,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2234,15000000,27.133277000000003,27462041,99.0,6.2,571,36841,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2235,8700000,26.093042999999998,7659918,100.0,6.8,532,34887,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2236,0,13.621201000000001,0,117.0,7.0,216,37232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2237,20000000,9.292987,10442808,96.0,3.1,173,34405,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2238,20000000,7.716606,5210988,111.0,5.4,126,36056,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2239,20000000,7.698075,0,100.0,5.9,179,34263,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2240,20000000,37.629309,12007070,125.0,6.5,546,38028,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2241,0,2.405911,0,114.0,6.3,26,35763,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2242,0,3.3502970000000003,0,119.0,6.3,59,35723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2243,20000000,13.032308,4001121,135.0,6.6,195,35381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2244,20000000,15.131867000000002,16863583,93.0,4.8,271,37028,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2245,20000000,10.218307000000001,5530764,114.0,6.8,203,35725,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2246,21000000,12.761175999999999,0,124.0,7.4,278,35770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2247,26500000,60.732738,159375308,134.0,8.2,1983,31648,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2248,0,0.49446,0,114.0,5.7,20,33752,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2249,0,6.574285000000001,0,124.0,4.9,9,25417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2250,2000000,14.617944,5048693,104.0,7.1,218,34656,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2251,20000000,3.1029869999999997,0,118.0,6.8,36,38346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2252,20000000,5.65327,1675706,84.0,3.3,12,33880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2253,20000000,44.566609,5359645,107.0,6.9,1552,33621,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2254,40000000,8.978408,7400000,125.0,6.5,52,35657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2255,0,10.150993,0,115.0,6.0,97,32668,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2256,0,0.28576,0,88.0,2.2,8,37175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2257,10000000,11.267676,3727746,122.0,5.4,156,38345,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2258,20000000,9.129808,0,126.0,6.4,102,34210,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2259,0,2.013405,0,101.0,5.8,14,34378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2260,0,20.086645,0,101.0,5.9,286,36540,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
2261,20000000,3.5819059999999996,305070,107.0,6.2,33,30611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,0,12.373248,47301471,86.0,6.1,107,35502,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2263,0,12.283025,0,118.0,5.8,221,31862,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2264,20000000,10.617236,4634062,107.0,4.5,139,36643,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
2265,20000000,6.377308,0,100.0,5.5,48,33606,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2266,20000000,3.620537,346594,110.0,6.0,31,36547,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2267,0,27.215666,17671101,106.0,5.3,585,38303,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2268,0,4.127155,0,102.0,6.6,35,35566,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2269,20000000,13.118982999999998,0,95.0,6.3,130,35315,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2270,20000000,14.182301,0,83.0,5.3,68,37090,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2271,0,0.416179,0,170.0,5.0,3,37856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2272,0,0.48540500000000003,0,98.0,0.5,1,37688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2273,20000000,7.444189,0,105.0,6.1,109,38633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2274,20000000,33.625477000000004,0,96.0,5.4,404,38170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2275,27220000,28.060471999999997,5496951,105.0,6.1,465,37498,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2276,19400000,20.746932,0,125.0,7.1,312,35085,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2277,27000000,7.727035000000001,0,150.0,7.1,157,35740,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2278,22000000,45.707834999999996,424208848,181.0,7.6,1046,29211,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2279,20000000,28.497242,216197492,92.0,5.4,1584,36704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2280,19000000,11.47316,110879513,113.0,6.7,141,28791,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2281,19000000,25.28132,70067909,95.0,6.1,713,34203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2282,14000000,45.996109999999994,173046663,111.0,7.0,1476,31444,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2283,0,20.392858,0,91.0,5.4,440,33215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2284,19000000,78.699993,44017374,144.0,8.1,3757,25388,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2285,19000000,76.60323299999999,381109762,116.0,8.0,6079,27256,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2286,19000000,13.664614000000002,40846082,93.0,5.5,209,32487,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2287,0,2.242809,0,113.0,6.0,40,36092,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2288,27000000,1.224105,0,90.0,3.9,8,38598,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2289,19000000,27.494037,49830607,101.0,5.9,583,36334,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2290,18000000,18.475179999999998,101564935,95.0,5.3,404,33655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2291,19100000,10.559414,5728213,109.0,6.5,208,36610,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2292,0,1.916351,0,85.0,4.6,8,32758,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2293,20000000,28.867568,54956140,101.0,6.2,633,36260,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2294,15000000,118.968562,274925095,125.0,8.3,3840,33117,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2295,0,3.3769669999999996,0,110.0,5.9,43,37645,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,25000000,7.436491,8613462,132.0,6.5,108,26831,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2297,0,57.84156,76586316,131.0,7.4,1486,37611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2298,19000000,17.952817,18755936,109.0,6.0,342,35762,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2299,19000000,21.959742000000002,29922472,100.0,6.4,465,36211,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2300,19000000,4.229941999999999,4750000,188.0,6.0,33,19485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2301,19000000,11.766564,6928068,97.0,6.2,208,36631,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2302,0,2.3662509999999997,5310554,121.0,5.8,40,37205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2303,19000000,0.068228,2119994,93.0,5.6,5,30322,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2304,18000000,5.380733,0,116.0,6.1,12,31318,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2305,0,5.625989,0,110.0,6.8,69,38605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2306,19000000,30.205942999999998,108047131,90.0,6.0,588,34482,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2307,19000000,26.441669,32801173,114.0,7.3,638,33621,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2308,15000000,15.262492000000002,46770602,93.0,6.0,381,34552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2309,0,1.583918,0,107.0,5.8,11,37368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,18500000,44.511363,10680275,118.0,7.2,1301,31962,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2311,18500000,16.665841,31912793,100.0,6.0,518,36094,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2312,18000000,36.471231,268157400,96.0,6.2,2713,37792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2313,23000000,85.30318,351583407,101.0,6.6,2472,30569,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2314,18000000,20.716023,151668774,104.0,6.9,993,28322,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2315,18000000,29.487784,261572744,82.0,6.5,1579,35047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2316,18000000,25.43954,141774679,96.0,6.1,882,33110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2317,18000000,15.314027,87000000,105.0,6.4,434,26858,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2318,19000000,32.602868,144216468,122.0,6.3,659,34629,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2319,17000000,9.832326,65535067,88.0,5.5,308,32529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2320,16000000,33.452469,19682924,110.0,3.7,392,37940,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2321,0,14.190837,0,103.0,6.2,249,34725,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2322,18000000,6.501815000000001,65070412,106.0,5.6,74,34031,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2323,23000000,26.588729999999998,76488889,91.0,6.5,656,33976,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2324,16500000,36.15716,67683989,94.0,6.5,1013,31577,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2325,18000000,16.027955,88923251,94.0,5.5,322,38477,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2326,21000000,14.329891,72417394,99.0,6.3,238,36652,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2327,18000000,50.009408,98235548,107.0,7.3,2093,27964,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2328,18000000,31.82675,51973029,160.0,7.8,1076,27006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2329,0,9.642041,14796236,88.0,4.8,167,35573,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2330,17000000,36.423716999999996,129042871,97.0,6.9,2320,34132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2331,0,12.309718,0,113.0,6.4,172,33766,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2332,19800000,11.693272,87754044,137.0,6.8,246,33227,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
