,budget,popularity,runtime,vote_average,vote_count,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Documentary,Foreign,TV Movie,Days
749,60000000.0,23.85119,134.0,7.0,1125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36182
750,60000000.0,21.685719,127.0,6.7,484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35945
751,78146652.0,13.630049,125.0,5.7,201,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,35916
752,65000000.0,6.80692,94.0,5.1,80,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32227
753,60000000.0,15.352807,108.0,5.8,225,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34851
754,70000000.0,23.661071,91.0,5.6,556,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,36161
755,60000000.0,21.605532999999998,117.0,6.1,479,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33628
756,60000000.0,22.620125,100.0,5.8,391,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33891
757,29045039.87528628,18.587114,111.0,6.6,366,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37198
758,80000000.0,24.657931,117.0,6.2,487,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,36232
759,60000000.0,12.621769,110.0,5.8,130,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,31465
760,60000000.0,21.08952,96.0,5.7,380,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33621
761,60000000.0,18.380176000000002,101.0,5.9,375,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35727
762,60000000.0,18.877795000000003,111.0,6.0,368,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31913
763,60000000.0,17.299332999999997,109.0,6.6,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35952
764,80000000.0,16.848899,126.0,6.3,251,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32857
765,60000000.0,21.547446,122.0,7.4,797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32809
766,29045039.87528628,16.930969,78.0,5.1,464,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,34908
767,60000000.0,36.689223,101.0,4.7,549,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,34494
768,60000000.0,28.350927000000002,87.0,5.4,692,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,36693
769,60000000.0,18.815442,86.0,6.6,372,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33829
770,60000000.0,29.787135,96.0,6.5,742,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31682
771,60000000.0,8.927137,104.0,6.1,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33334
772,50000000.0,15.213484,121.0,5.7,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000
773,60000000.0,13.155999,140.0,6.3,271,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,35007
774,72000000.0,15.433244,131.0,7.0,285,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33208
775,90000000.0,5.762037,91.0,4.9,109,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32564
776,60000000.0,22.736038,118.0,6.0,487,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37708
777,60000000.0,45.514031,130.0,6.2,1602,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37532
778,60000000.0,18.676291,90.0,5.0,371,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35662
779,30000000.0,14.376463000000001,105.0,5.3,274,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34555
780,80000000.0,14.298297,122.0,5.7,166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32270
781,60000000.0,27.018886,106.0,6.0,592,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35818
782,60000000.0,14.84856,103.0,4.7,320,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,35832
783,60000000.0,52.417528999999995,106.0,5.4,1055,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38050
784,60000000.0,15.406173,127.0,4.1,224,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35440
785,35000000.0,6.523472,127.0,6.7,110,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33942
786,68490000.0,4.7262900000000005,120.0,6.0,24,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38416
787,80000000.0,8.923214999999999,132.0,6.8,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34601
788,58000000.0,514.5699559999999,108.0,7.4,10995,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38434
789,60000000.0,9.265672,114.0,4.9,111,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32101
790,58800000.0,87.53437,133.0,7.4,4469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38009
791,58000000.0,45.351617,103.0,6.2,995,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38246
792,58000000.0,13.43573,95.0,6.5,579,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34636
793,83000000.0,6.248309,90.0,4.4,134,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,32669
794,63000000.0,31.294717,102.0,5.7,690,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28312
795,58000000.0,7.739275999999999,114.0,5.7,130,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,35556
796,60000000.0,19.694695,119.0,4.9,388,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,38374
797,58000000.0,14.403696,103.0,5.1,276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36189
798,58000000.0,1.551497,119.0,6.1,1658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37457
799,60000000.0,2.143764,97.0,5.8,1363,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36455
800,58000000.0,12.29603,125.0,5.9,178,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36952
801,57000000.0,33.8473,144.0,7.2,1374,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,31745
802,70000000.0,21.723897,116.0,5.5,453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37099
803,57000000.0,31.791978999999998,103.0,6.4,535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31241
804,60000000.0,14.113066,97.0,6.0,226,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34328
805,57000000.0,48.622278,95.0,4.7,1135,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36912
806,57000000.0,9.061866,131.0,5.5,145,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33145
807,56000000.0,35.4763,95.0,5.8,842,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,34440
808,56000000.0,23.438398,86.0,6.0,381,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34104
809,55000000.0,138.133331,142.0,8.2,7927,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30546
810,60000000.0,47.336034000000005,92.0,5.5,1177,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,35454
811,55000000.0,29.972240000000003,108.0,6.6,1698,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32830
812,55000000.0,47.845589000000004,81.0,6.7,1457,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30889
813,55000000.0,48.507081,143.0,6.9,1022,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24862
814,54000000.0,20.28119,95.0,5.4,702,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31267
815,70000000.0,34.576913,118.0,6.4,1665,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34418
816,55000000.0,22.573237,92.0,5.4,496,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,31651
817,55000000.0,36.194802,103.0,6.0,1129,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33859
818,55000000.0,52.786917,134.0,7.6,2454,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37582
819,55000000.0,38.061679999999996,97.0,5.9,1122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36301
820,50000000.0,19.830132,100.0,6.0,1019,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30870
821,55000000.0,79.92205899999999,132.0,7.1,2954,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37931
822,55000000.0,19.738215,105.0,5.6,485,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33628
823,53000000.0,20.334629,116.0,7.0,498,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30856
824,55000000.0,80.581367,117.0,7.7,2525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35090
825,55000000.0,32.05145,98.0,6.1,772,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,34642
826,55000000.0,15.064058,123.0,5.9,210,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,30702
827,55000000.0,21.272734,114.0,6.4,529,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31920
828,30000000.0,79.75496600000001,111.0,7.7,4949,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33929
829,55000000.0,13.191829,97.0,6.0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32409
830,30000000.0,50.622607,136.0,7.6,3948,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34118
831,55000000.0,22.787667000000003,104.0,6.1,458,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28889
832,55000000.0,29.498303999999997,104.0,6.3,636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29840
833,55000000.0,25.400935,110.0,6.2,735,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32697
834,55000000.0,17.231675,133.0,5.8,256,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31164
835,55000000.0,32.835777,94.0,5.7,751,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36736
836,55000000.0,17.097041,104.0,6.3,461,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35581
837,55000000.0,14.414937,91.0,5.7,254,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,37602
838,50000000.0,45.856409,114.0,6.2,1633,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29771
839,55000000.0,7.027139,134.0,5.9,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,31438
840,55000000.0,32.657488,122.0,6.7,658,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32088
841,50000000.0,12.46525,109.0,6.4,236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31374
842,55000000.0,39.882276,95.0,7.0,883,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37995
843,68000000.0,39.395881,98.0,5.3,881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37141
844,55000000.0,8.634953999999999,94.0,6.0,189,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33716
845,80000000.0,7.386394,126.0,6.2,146,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,32340
846,55000000.0,8.802525,118.0,5.1,188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33990
847,29045039.87528628,10.449975,91.0,5.4,251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35531
848,60000000.0,23.700758999999998,88.0,6.4,374,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,37005
849,55000000.0,27.509159999999998,141.0,7.3,1131,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35502
850,50000000.0,20.588620000000002,107.0,5.3,284,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31304
851,55000000.0,4.3664879999999995,116.0,5.7,194,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31317
852,70000000.0,18.927463,143.0,7.0,438,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,34354
853,55000000.0,15.274137,114.0,6.6,303,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35359
854,62000000.0,29.954302000000002,93.0,5.4,703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34711
855,56000000.0,4.362535,214.0,6.1,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33698
856,55000000.0,4.700024,100.0,5.2,62,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31464
857,55000000.0,12.340384,107.0,5.7,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36008
858,50000000.0,14.808304000000001,112.0,6.2,316,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37743
859,57000000.0,9.27875,95.0,4.2,91,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34216
860,55000000.0,22.863516,119.0,6.9,573,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36530
861,47000000.0,23.05451,133.0,7.1,346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34311
862,2000000.0,23.962108999999998,153.0,7.3,395,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18835
863,55000000.0,12.669777999999999,96.0,5.3,123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33285
864,54000000.0,67.16958699999999,117.0,6.2,1528,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,33362
865,55000000.0,41.472404,123.0,7.5,2039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35825
866,55000000.0,22.503935000000002,92.0,5.2,481,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37330
867,54000000.0,59.194915,162.0,7.1,1546,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29256
868,57000000.0,22.894898,123.0,6.1,327,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34656
869,54000000.0,18.600367000000002,108.0,5.4,407,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34937
870,54000000.0,30.515175,127.0,6.5,629,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25584
871,54000000.0,9.053456,121.0,3.5,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33859
872,55000000.0,7.768223,125.0,5.7,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34995
873,46000000.0,19.643365,99.0,5.5,308,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32717
874,53000000.0,45.565917999999996,94.0,7.4,1432,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,31779
875,52500000.0,57.374341,127.0,7.4,1300,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32984
876,75000000.0,8.418560000000001,89.0,5.4,113,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,33219
877,53000000.0,46.049902,122.0,6.3,1242,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38276
878,90000000.0,23.9366,132.0,6.7,526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35033
879,53000000.0,49.593978,109.0,7.2,1486,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36126
880,67000000.0,16.637642,191.0,6.8,459,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,35203
881,29045039.87528628,1.453765,172.0,5.9,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32109
882,29045039.87528628,6.162872,124.0,5.4,81,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35228
883,52000000.0,73.94404899999999,141.0,7.7,3795,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33640
884,40000000.0,38.306954,157.0,6.7,1702,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37287
885,52000000.0,26.251216999999997,106.0,5.6,832,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,34894
886,52000000.0,30.780599,108.0,6.4,1386,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,35657
887,52000000.0,25.41929,125.0,5.7,1013,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36244
888,50000000.0,15.982120000000002,104.0,5.1,316,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34594
889,52000000.0,40.072583,170.0,7.2,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32179
890,52000000.0,32.015477000000004,112.0,5.9,736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36785
891,82000000.0,24.444186,118.0,6.9,435,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32541
892,52000000.0,40.06688,178.0,7.8,1307,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31050
893,52000000.0,27.916284,92.0,6.1,675,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36239
894,52000000.0,15.207070000000002,104.0,5.1,278,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33733
895,51000000.0,39.001682,116.0,6.1,927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32724
896,51000000.0,10.430832,90.0,5.3,225,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,34958
897,29045039.87528628,5.952527,93.0,5.1,109,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35068
898,50000000.0,94.815867,130.0,5.6,2436,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35912
899,60000000.0,67.298732,90.0,7.3,4056,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,33052
900,50200000.0,26.60772,106.0,6.5,1652,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,36630
901,48000000.0,28.803728999999997,143.0,6.6,909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29428
902,50000000.0,27.039635999999998,139.0,6.7,913,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31430
903,50000000.0,68.87691,106.0,6.3,4697,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37114
904,50000000.0,37.885022,139.0,7.2,915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31808
905,50000000.0,35.537397,115.0,7.0,832,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32179
906,50000000.0,38.125008,119.0,6.0,923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37651
907,50000000.0,18.121404000000002,96.0,5.6,644,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33460
908,50000000.0,37.069253,112.0,6.6,2435,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,36727
909,52000000.0,30.347332,131.0,7.1,716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32627
910,50000000.0,23.854701000000002,116.0,6.3,850,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33684
911,50000000.0,52.380982,112.0,7.0,3319,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37820
912,60000000.0,50.163785,123.0,7.2,1516,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30674
913,70000000.0,43.849351,104.0,6.4,1813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35816
914,50000000.0,45.318703,107.0,6.2,1650,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38561
915,29045039.87528628,16.368282999999998,124.0,6.9,277,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32179
916,50000000.0,38.616744,96.0,5.8,854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38388
917,50000000.0,65.90160999999999,125.0,5.6,1652,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38023
918,45000000.0,45.220386,129.0,7.3,1630,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34824
919,90000000.0,17.457947,100.0,6.7,548,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32221
920,50000000.0,10.755847,109.0,5.0,213,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30884
921,50000000.0,38.629763,124.0,6.5,909,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36924
922,50000000.0,32.693093,121.0,5.9,1486,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35916
923,50000000.0,18.806031,97.0,5.5,399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34811
924,50000000.0,32.233713,110.0,5.4,632,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,34453
925,50000000.0,37.990705,118.0,7.0,2443,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36778
926,50000000.0,17.667826,80.0,5.2,820,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,34173
927,60000000.0,9.225166,99.0,5.2,193,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34340
928,50000000.0,46.180421,133.0,7.0,1381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36833
929,50000000.0,30.397496000000004,127.0,6.3,513,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30793
930,50000000.0,83.295796,106.0,6.8,2268,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,37690
931,50000000.0,23.935053,98.0,5.5,509,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35909
932,54000000.0,84.630969,132.0,7.7,4442,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34816
933,50000000.0,16.251204,115.0,6.0,692,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33683
934,50000000.0,9.894346,86.0,6.2,106,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,34783
935,50000000.0,12.050755,101.0,5.1,542,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,34550
936,50000000.0,11.596207000000001,113.0,6.0,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33187
937,50000000.0,53.02786999999999,88.0,5.7,3239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37316
938,50000000.0,14.382253,124.0,6.3,276,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33411
939,50000000.0,43.450266,109.0,5.9,1567,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36617
940,50000000.0,16.871194,128.0,6.3,451,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34704
941,50000000.0,42.526529,144.0,7.0,938,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38407
942,50000000.0,34.890999,95.0,7.3,755,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,37938
943,45000000.0,18.186026000000002,105.0,5.6,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34783
944,50000000.0,13.576765,121.0,6.4,223,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31500
945,50000000.0,19.434672,125.0,6.0,395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31689
946,50000000.0,62.925175,129.0,7.5,1506,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,31710
947,50000000.0,32.927994,125.0,6.3,1067,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34853
948,29045039.87528628,14.837288000000001,118.0,6.1,203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32770
949,50000000.0,39.920035,113.0,6.1,1611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37028
950,50000000.0,28.725621000000004,140.0,6.8,582,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,32030
951,50000000.0,20.566554,89.0,5.8,817,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37882
952,50000000.0,20.333953,104.0,5.5,434,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30503
953,50000000.0,33.98637,106.0,6.2,652,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29064
954,50000000.0,42.472324,141.0,7.2,1417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37945
