0,0
1,0
2,0
3,0
4,180784
5,0
6,530498
7,29267639
8,761589
9,1542396
10,323819
11,0
12,0
13,0
14,1122545
15,224198
16,29267636
17,0
18,77378038
19,0
20,180859
21,664755
22,0
23,0
24,0
25,0
26,7136928
27,180784
28,4068399
29,0
30,0
31,29267634
32,0
33,24061050
34,0
35,0
36,17312915
37,0
38,180859
39,0
40,0
41,4655455
42,7288062
43,0
44,98869882
45,0
46,24061046
47,0
48,787097
49,16827323
50,2000730
51,4337123
52,0
53,0
54,0
55,0
56,0
57,0
58,8451801
59,213347
60,0
61,0
62,0
63,0
64,0
65,0
66,5995
67,4253652
68,29267627
69,0
70,77378033
71,32374
72,77378032
73,0
74,11754809
75,0
76,0
77,0
78,44289
79,29267626
80,2852039
81,0
82,447759
83,0
84,0
85,7136926
86,0
87,0
88,0
89,0
90,7288061
91,7419329
92,0
93,16461526
94,4068401
95,5161346
96,16827322
97,0
98,4852957
99,44276725
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,16461526
109,132578
110,1542395
111,0
112,0
113,761590
114,761590
115,77378030
116,77378030
117,0
118,661981
119,0
120,3423647
121,3423647
122,24061043
123,0
124,0
125,0
126,6467875
127,0
128,7288060
129,6467875
130,502152
131,0
132,0
133,0
134,11754808
135,0
136,1033354
137,7186142
138,9630
139,11754808
140,19729015
141,0
142,24061040
143,58146
144,0
145,0
146,3423647
147,1245438
148,0
149,0
150,0
151,0
152,7186140
153,11754808
154,0
155,0
156,11754808
157,0
158,0
159,0
160,0
161,0
162,86677
163,0
164,0
165,0
166,58009280
167,5161345
168,0
169,7136924
170,1245438
171,664757
172,2852036
173,820288
174,929317
175,1580
176,16827320
177,4655455
178,0
179,0
180,0
181,7186139
182,0
183,0
184,0
185,11754809
186,12815634
187,0
188,0
189,664757
190,0
191,761590
192,10736566
193,10673978
194,0
195,3423648
196,0
197,761590
198,843013
199,0
200,0
201,7288058
202,0
203,1313168
204,98869846
205,29267621
206,0
207,16461528
208,0
209,1861886
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,98869847
224,83893
225,0
226,3964660
227,0
228,0
229,0
230,0
231,0
232,24061035
233,0
234,0
235,0
236,0
237,6467875
238,48447154
239,0
240,1245438
241,48447154
242,417164
243,3423647
244,58009270
245,1245438
246,0
247,0
248,0
249,1648381
250,16827316
251,7186141
252,0
253,0
254,0
255,57250
256,1648381
257,24061036
258,0
259,0
260,0
261,0
262,820288
263,62753524
264,77378039
265,0
266,77378039
267,1049227
268,0
269,122769
270,0
271,0
272,0
273,0
274,664757
275,0
276,761590
277,0
278,17312900
279,16461526
280,0
281,0
282,16461525
283,0
284,0
285,0
286,16461525
287,9349641
288,3041
289,748820
290,0
291,0
292,14261
293,1667
294,7863733
295,0
296,16461525
297,16827310
298,16827310
299,941631
300,46295
301,7288057
302,0
303,661258
304,58009264
305,6108375
306,0
307,0
308,0
309,176494
310,6467877
311,13439297
312,0
313,0
314,1906614
315,32374
316,16827310
317,0
318,0
319,10736566
320,0
321,0
322,0
323,0
324,0
325,640901
326,0
327,0
328,0
329,820288
330,820288
331,843012
332,0
333,0
334,18501
335,0
336,0
337,0
338,0
339,0
340,0
341,2064402
342,0
343,7288057
344,0
345,8451798
346,0
347,0
348,0
349,3423644
350,0
351,16827311
352,13439298
353,3423644
354,0
355,0
356,29267623
357,18047
358,0
359,0
360,0
361,49567478
362,49567478
363,0
364,13439299
365,0
366,1603093
367,10736564
368,2064400
369,0
370,0
371,941632
372,0
373,985784
374,0
375,0
376,0
377,0
378,0
379,16461529
380,664757
381,0
382,843013
383,806079
384,7288057
385,820288
386,0
387,0
388,0
389,5627529
390,49567472
391,0
392,0
393,0
394,3423644
395,0
396,77378041
397,0
398,0
399,12815629
400,1648382
401,0
402,58009261
403,16461527
404,0
405,0
406,0
407,0
408,16461527
409,0
410,0
411,0
412,0
413,13439296
414,0
415,82467
416,49567471
417,0
418,0
419,0
420,1562110
421,2000726
422,16461527
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,220175
433,0
434,49567469
435,0
436,49567465
437,0
438,0
439,16827302
440,0
441,0
442,502150
443,49567466
444,7288056
